Town,Year,Call Reason,Action,Count
Leverett,2020,ODOR INVESTIGATION,Could Not Locate,1
Leverett,2020,ODOR INVESTIGATION,Services Rendered,4
Leverett,2020,OFFICER WANTED,Good Intent,5
Leverett,2020,OFFICER WANTED,Investigated,2
Leverett,2020,OFFICER WANTED,Building Checked/Secured,7
Leverett,2020,OFFICER WANTED,Report Taken,2
Leverett,2020,OFFICER WANTED,Services Rendered,2
Leverett,2020,OFFICER WANTED,Services Rendered,2
Leverett,2020,OFFICER WANTED,Vehicle Towed,9
Leverett,2020,OFFICER WANTED,TRANSFERRED TO STATE POLICE,2
Leverett,2020,PAPERWORK SERVICE,Faxed To Station,2
Leverett,2020,PAPERWORK SERVICE,Could Not Locate,1
Leverett,2020,PAPERWORK SERVICE,No Action Required,1
Leverett,2020,PAPERWORK SERVICE,Building Checked/Secured,28
Leverett,2020,PAPERWORK SERVICE,Verbal Warning,313
Leverett,2020,PAPERWORK SERVICE,Services Rendered,2
Leverett,2020,PATROL AREA,Checks Okay,1
Leverett,2020,PATROL AREA,,
Leverett,2020,PATROL AREA,,
Leverett,2020,PATROL AREA,Could Not Locate,1
Leverett,2020,PATROL AREA,Investigated,1
Leverett,2020,PATROL AREA,No Action Required,1
Leverett,2020,PATROL AREA,Services Rendered,1
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,Good Intent,2
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,Investigated,7
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,No Action Required,2
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,Building Checked/Secured,1
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,Services Rendered,7
Leverett,2020,RADAR/TRAFFIC ENFORCEMENT,Report Taken,1
Leverett,2020,REPOSSESSION,Report Taken,3
Leverett,2020,RESCUE CALL,Services Rendered,1
Leverett,2020,ROLLING 9,Investigated,3
Leverett,2020,ROLLING 9,No Action Required,28
Leverett,2020,SAFETY HAZARD,Faxed To Station,1
Leverett,2020,SAFETY HAZARD,Investigated,3
Leverett,2020,SAFETY HAZARD,Negative Contact,6
Leverett,2020,SAFETY HAZARD,Could Not Locate,1
Leverett,2020,SAFETY HAZARD,Services Rendered,3
Leverett,2020,SAFETY HAZARD,Gone On Arrival,1
Leverett,2020,SAFETY HAZARD,Transferred/Ref to Utility,2
Leverett,2020,SERVICE CALL,Investigated,2
Leverett,2020,SERVICE CALL,Services Rendered,30
Leverett,2020,SHOTS FIRED,Could Not Locate,3
Leverett,2020,SHOTS FIRED,Investigated,4
Leverett,2020,SHOTS FIRED,Unfounded,1
Leverett,2020,SMOKE INVESTIGATION,Could Not Locate,1
Leverett,2020,SMOKE INVESTIGATION,Investigated,1
Leverett,2020,SMOKE INVESTIGATION,Services Rendered,4
Leverett,2020,SEX OFFENDER REGISTRATION,Services Rendered,1
Leverett,2020,SUSPICIOUS PERSON,SERVED IN HAND,16
Leverett,2020,SUSPICIOUS PACKAGE,Checks Okay,1
Leverett,2020,SUSPICIOUS PACKAGE,Investigated,1
Leverett,2020,SUSPICIOUS ACTIVITY,Checks Okay,1
Leverett,2020,SUSPICIOUS ACTIVITY,Investigated,2
Leverett,2020,SUSPICIOUS ACTIVITY,Report Taken,2
Leverett,2020,SUSPICIOUS ACTIVITY,Services Rendered,9
Leverett,2020,SUSPICIOUS VEHICLE,Checks Okay,476
Leverett,2020,SUSPICIOUS VEHICLE,Investigated,6
Leverett,2020,SUSPICIOUS VEHICLE,,
Leverett,2020,SUSPICIOUS VEHICLE,,
Leverett,2020,SUSPICIOUS VEHICLE,No Action Required,27
Leverett,2020,SUSPICIOUS VEHICLE,Report Taken,2
Leverett,2020,SUSPICIOUS VEHICLE,Services Rendered,1
Leverett,2020,SUSPICIOUS VEHICLE,TRANSFERRED TO STATE POLICE,5
Leverett,2020,SUSPICIOUS VEHICLE,Report Taken,3
Leverett,2020,THREAT,Report Taken,11
Leverett,2020,TRAFFIC HAZARD,Investigated,1
Leverett,2020,TRAFFIC HAZARD,No Action Required,2
Leverett,2020,TRAFFIC HAZARD,Negative Contact,1
Leverett,2020,TRAFFIC HAZARD,Services Rendered,2
Leverett,2020,TRAFFIC HAZARD,Gone On Arrival,1
Leverett,2020,TRAFFIC HAZARD,Vehicle Towed,1
Leverett,2020,TRAFFIC HAZARD,Transferred/Ref to Utility,1
Leverett,2020,TRAFFIC CONTROL,Good Intent,3
Leverett,2020,TRAFFIC CONTROL,No Action Required,1
Leverett,2020,TRAFFIC CONTROL,Services Rendered,37
Leverett,2020,TRESPASS,Investigated,1
Leverett,2020,UNWANTED PERSON,Investigated,1
Leverett,2020,UNWANTED PERSON,Report Taken,3
Leverett,2020,UNWANTED PERSON,TRANSFERRED TO STATE POLICE,1
Leverett,2020,VANDALISM,Investigated,2
Leverett,2020,VANDALISM,Report Taken,2
Leverett,2021,209A SERVICE,No Action Required,2
Leverett,2021,209A SERVICE,Negative Contact,1
Leverett,2021,209A SERVICE,SERVED IN HAND,3
Leverett,2021,209A VIOLATION,Investigated,1
Leverett,2021,ABANDONED 911 CALL,CONFIRMED MIS-DIAL,1
Leverett,2021,ABANDONED 911 CALL,No Action Required,1
Leverett,2021,911 CALL,ACCIDENTAL,2
Leverett,2021,911 CALL,Checks Okay,1
Leverett,2021,911 CALL,CONFIRMED MIS-DIAL,11
Leverett,2021,911 CALL,Dispatch Handled,1
Leverett,2021,911 CALL,Investigated,1
Leverett,2021,911 CALL,No Action Required,2
Leverett,2021,911 CALL,Negative Contact,1
Leverett,2021,911 CALL,Taken/Referred to Other Agency,2
Leverett,2021,911 CALL,Services Rendered,2
Leverett,2021,911 CALL,TRANSFERRED TO STATE POLICE,4
Leverett,2021,911 CALL,Unfounded,1
Leverett,2021,911 HANG UP,Checks Okay,1
Leverett,2021,911 HANG UP,Call Given to an Officer,2
Leverett,2021,911 HANG UP,Investigated,2
Leverett,2021,911 HANG UP,Services Rendered,1
Leverett,2021,911 HANG UP,TRANSFERRED TO STATE POLICE,2
Leverett,2021,911 HANG UP,Unfounded,1
Leverett,2021,911 MIS DIAL,Checks Okay,2
Leverett,2021,911 MIS DIAL,CONFIRMED MIS-DIAL,5
Leverett,2021,911 MIS DIAL,Call Given to an Officer,1
Leverett,2021,911 MIS DIAL,No Action Required,1
Leverett,2021,911 MIS DIAL,TRANSFERRED TO STATE POLICE,1
Leverett,2021,ABANDONED MV,Services Rendered,1
Leverett,2021,ADMINISTRATIVE,No Action Required,4
Leverett,2021,ADMINISTRATIVE,Notification,1
Leverett,2021,ADMINISTRATIVE,Report Taken,3
Leverett,2021,ADMINISTRATIVE,Services Rendered,61
Leverett,2021,ALARM BURGLAR OR HOLDUP,ACCIDENTAL,8
Leverett,2021,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,15
Leverett,2021,ALARM BURGLAR OR HOLDUP,Call Cancelled,3
Leverett,2021,ALARM BURGLAR OR HOLDUP,Call Given to an Officer,1
Leverett,2021,ALARM BURGLAR OR HOLDUP,FALSE Alarm,1
Leverett,2021,ALARM BURGLAR OR HOLDUP,Investigated,3
Leverett,2021,ALARM BURGLAR OR HOLDUP,TRANSFERRED TO STATE POLICE,4
Leverett,2021,EMS ALARM - LIFELINE ACTIVATED,ACCIDENTAL,1
Leverett,2021,EMS ALARM - LIFELINE ACTIVATED,FALSE Alarm,1
Leverett,2021,EMS ALARM - LIFELINE ACTIVATED,No Transport/Patient Refusal,2
Leverett,2021,FIRE ALARM,FALSE Alarm,2
Leverett,2021,FIRE ALARM,Investigated,5
Leverett,2021,FIRE ALARM,Services Rendered,4
Leverett,2021,FIRE ALARM,Unfounded,1
Leverett,2021,ANIMAL COMPLAINT,Call Cancelled,1
Leverett,2021,ANIMAL COMPLAINT,Call Given to an Officer,2
Leverett,2021,ANIMAL COMPLAINT,Could Not Locate,3
Leverett,2021,ANIMAL COMPLAINT,Dispatch Handled,1
Leverett,2021,ANIMAL COMPLAINT,Referred to Animal Control,3
Leverett,2021,ANIMAL COMPLAINT,Gone On Arrival,1
Leverett,2021,ANIMAL COMPLAINT,Investigated,3
Leverett,2021,ANIMAL COMPLAINT,No Action Required,2
Leverett,2021,ANIMAL COMPLAINT,Negative Contact,2
Leverett,2021,ANIMAL COMPLAINT,NOBODY HOME,1
Leverett,2021,ANIMAL COMPLAINT,Notification,1
Leverett,2021,ANIMAL COMPLAINT,Report Taken,3
Leverett,2021,ANIMAL COMPLAINT,Services Rendered,19
Leverett,2021,ANIMAL COMPLAINT,Transferred/Ref to Highway,1
Leverett,2021,ANIMAL COMPLAINT,Taken to Family/Guardian/Other,3
Leverett,2021,ANIMAL COMPLAINT,Unfounded,4
Leverett,2021,ASSIST CITIZEN,Good Intent,3
Leverett,2021,ASSIST CITIZEN,Investigated,2
Leverett,2021,ASSIST CITIZEN,Negative Contact,1
Leverett,2021,ASSIST CITIZEN,NOBODY HOME,1
Leverett,2021,ASSIST CITIZEN,Taken/Referred to Other Agency,1
Leverett,2021,ASSIST CITIZEN,Report Taken,6
Leverett,2021,ASSIST CITIZEN,SERVED IN HAND,1
Leverett,2021,ASSIST CITIZEN,Services Rendered,44
Leverett,2021,ASSIST CITIZEN,Transferred/Ref to Highway,1
Leverett,2021,ASSIST OTHER AGENCY,Call Cancelled,1
Leverett,2021,ASSIST OTHER AGENCY,Call Given to an Officer,1
Leverett,2021,ASSIST OTHER AGENCY,Investigated,1
Leverett,2021,ASSIST OTHER AGENCY,No Action Required,1
Leverett,2021,ASSIST OTHER AGENCY,Services Rendered,21
Leverett,2021,ASSAULT,Report Taken,1
Leverett,2021,ARTICLES LOST,Dispatch Handled,1
Leverett,2021,ARTICLES RECOVERED,Good Intent,2
Leverett,2021,ARTICLES RECOVERED,Services Rendered,6
Leverett,2021,BREAKING & ENTERING AUTO,Investigated,1
Leverett,2021,BUILDING/LOCATION CHECK,Building Checked/Secured,364
Leverett,2021,BUILDING/LOCATION CHECK,BAYSTATE SPRINGFIELD MED CTR,1
Leverett,2021,BUILDING/LOCATION CHECK,Checks Okay,184
Leverett,2021,BUILDING/LOCATION CHECK,Call Given to an Officer,1
Leverett,2021,BUILDING/LOCATION CHECK,Investigated,3
Leverett,2021,BUILDING/LOCATION CHECK,No Action Required,23
Leverett,2021,BUILDING/LOCATION CHECK,Report Taken,2
Leverett,2021,BUILDING/LOCATION CHECK,Services Rendered,30
Leverett,2021,BYLAW VIOLATION,Services Rendered,1
Leverett,2021,CHIMNEY FIRE,Extinguished,2
Leverett,2021,CHIMNEY FIRE,Investigated,1
Leverett,2021,CHIMNEY FIRE,Services Rendered,2
Leverett,2021,CHECK WELFARE,Call Cancelled,1
Leverett,2021,CHECK WELFARE,COOLEY DICKINSON HOSPITAL,1
Leverett,2021,CHECK WELFARE,Checks Okay,4
Leverett,2021,CHECK WELFARE,Could Not Locate,1
Leverett,2021,CHECK WELFARE,Good Intent,1
Leverett,2021,CHECK WELFARE,Investigated,4
Leverett,2021,CHECK WELFARE,Negative Contact,1
Leverett,2021,CHECK WELFARE,NOBODY HOME,1
Leverett,2021,CHECK WELFARE,Services Rendered,6
Leverett,2021,CHECK WELFARE,TRANSFERRED TO STATE POLICE,2
Leverett,2021,Civil Issue,Investigated,1
Leverett,2021,Civil Issue,Services Rendered,1
Leverett,2021,CRUISER MAINTENANCE,Good Intent,1
Leverett,2021,CRUISER MAINTENANCE,No Action Required,15
Leverett,2021,CRUISER MAINTENANCE,Services Rendered,35
Leverett,2021,CARBON MONOXIDE HAZARD,Investigated,1
Leverett,2021,CARBON MONOXIDE HAZARD,Services Rendered,1
Leverett,2021,COMMUNITY POLICING,Checks Okay,2
Leverett,2021,COMMUNITY POLICING,Good Intent,13
Leverett,2021,COMMUNITY POLICING,Investigated,1
Leverett,2021,COMMUNITY POLICING,No Action Required,15
Leverett,2021,COMMUNITY POLICING,Negative Contact,1
Leverett,2021,COMMUNITY POLICING,Services Rendered,21
Leverett,2021,COMPLAINT,Investigated,2
Leverett,2021,COMPLAINT,No Action Required,1
Leverett,2021,COMPLAINT,Taken/Referred to Other Agency,1
Leverett,2021,COMPLAINT,Report Taken,1
Leverett,2021,COMPLAINT,Services Rendered,1
Leverett,2021,COURT,Services Rendered,2
Leverett,2021,CUSTODY ISSUE,Negative Contact,1
Leverett,2021,Car vs. Deer,No Action Required,1
Leverett,2021,Car vs. Deer,Report Taken,1
Leverett,2021,Car vs. Deer,Services Rendered,2
Leverett,2021,Car vs. Deer,TRANSFERRED TO STATE POLICE,3
Leverett,2021,Car vs. Deer,Unfounded,1
Leverett,2021,Paid Detail,Call Given to an Officer,1
Leverett,2021,DISTURBANCE,Investigated,1
Leverett,2021,DISTURBANCE,Negative Contact,1
Leverett,2021,DISTURBANCE,Services Rendered,1
Leverett,2021,DISTURBANCE,Unfounded,1
Leverett,2021,DISABLED MV,Call Cancelled,1
Leverett,2021,DISABLED MV,Checks Okay,1
Leverett,2021,DISABLED MV,Investigated,6
Leverett,2021,DISABLED MV,No Action Required,1
Leverett,2021,DISABLED MV,Notification,1
Leverett,2021,DISABLED MV,Report Taken,1
Leverett,2021,DISABLED MV,Services Rendered,12
Leverett,2021,DISABLED MV,Vehicle Towed,9
Leverett,2021,Drill/Testing,Services Rendered,3
Leverett,2021,DETAIL REQUEST,No Action Required,1
Leverett,2021,DETAIL REQUEST,Notification,2
Leverett,2021,DETAIL REQUEST,Services Rendered,4
Leverett,2021,ESCORT/TRANSPORT,Good Intent,1
Leverett,2021,ESCORT/TRANSPORT,Services Rendered,5
Leverett,2021,FIREARMS LICENSING,No Action Required,1
Leverett,2021,FIREARMS LICENSING,Negative Contact,2
Leverett,2021,FIREARMS LICENSING,NOBODY HOME,1
Leverett,2021,FIREARMS LICENSING,Report Taken,1
Leverett,2021,FIREARMS LICENSING,SERVED IN HAND,2
Leverett,2021,FIREARMS LICENSING,Services Rendered,56
Leverett,2021,BRUSH FIRE,Extinguished,3
Leverett,2021,FIRE OTHER NON-SPECIFIC,Extinguished,1
Leverett,2021,FIRE OTHER NON-SPECIFIC,Investigated,3
Leverett,2021,FIRE OTHER NON-SPECIFIC,Services Rendered,1
Leverett,2021,VEHICLE FIRE,Vehicle Towed,1
Leverett,2021,FIRE WORKS,Unfounded,1
Leverett,2021,FOLLOW UP INVESTIGATION,Investigated,6
Leverett,2021,FOLLOW UP INVESTIGATION,Negative Contact,2
Leverett,2021,FOLLOW UP INVESTIGATION,Notification,1
Leverett,2021,FOLLOW UP INVESTIGATION,Report Taken,3
Leverett,2021,FOLLOW UP INVESTIGATION,Peace Restored,1
Leverett,2021,FOLLOW UP INVESTIGATION,Services Rendered,6
Leverett,2021,FOLLOW UP INVESTIGATION,Vehicle Towed,1
Leverett,2021,FRAUD/SCAM,Call Given to an Officer,1
Leverett,2021,FRAUD/SCAM,Investigated,3
Leverett,2021,FRAUD/SCAM,Report Taken,7
Leverett,2021,FRAUD/SCAM,Services Rendered,2
Leverett,2021,GENERAL INFO,Call Given to an Officer,18
Leverett,2021,GENERAL INFO,Dispatch Handled,1
Leverett,2021,GENERAL INFO,Notification,1
Leverett,2021,HARASSMENT,Investigated,2
Leverett,2021,HARASSMENT,Report Taken,1
Leverett,2021,ILLEGAL BURN,Extinguished,1
Leverett,2021,ILLEGAL BURN,Services Rendered,1
Leverett,2021,ILLEGAL DUMPING,Checks Okay,1
Leverett,2021,ILLEGAL DUMPING,Investigated,1
Leverett,2021,ILLEGAL DUMPING,Transferred/Ref to Highway,1
Leverett,2021,INVESTIGATION,Call Given to an Officer,1
Leverett,2021,INVESTIGATION,Investigated,9
Leverett,2021,INVESTIGATION,No Action Required,1
Leverett,2021,INVESTIGATION,Negative Contact,1
Leverett,2021,INVESTIGATION,Report Taken,3
Leverett,2021,INVESTIGATION,Peace Restored,1
Leverett,2021,INVESTIGATION,Services Rendered,4
Leverett,2021,KEEP THE PEACE,Peace Restored,1
Leverett,2021,KEEP THE PEACE,Services Rendered,1
Leverett,2021,LARCENY,Call Given to an Officer,1
Leverett,2021,LARCENY,Report Taken,7
Leverett,2021,LARCENY,Services Rendered,2
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Investigated,2
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Removed Hazard,1
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Report Taken,1
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Services Rendered,2
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Transferred/Ref to Utility,6
Leverett,2021,LINE DOWN POWER PHONE OR CABL,Unfounded,1
Leverett,2021,LOCKOUT,Services Rendered,2
Leverett,2021,MEDICAL EMERGENCY,ATHOL MEMORIAL HOSPITAL,1
Leverett,2021,MEDICAL EMERGENCY,BAYSTATE SPRINGFIELD MED CTR,4
Leverett,2021,MEDICAL EMERGENCY,COOLEY DICKINSON HOSPITAL,41
Leverett,2021,MEDICAL EMERGENCY,FRANKLIN MEDICAL CENTER,9
Leverett,2021,MEDICAL EMERGENCY,Investigated,1
Leverett,2021,MEDICAL EMERGENCY,No Action Required,1
Leverett,2021,MEDICAL EMERGENCY,No Transport/Patient Refusal,2
Leverett,2021,MEDICAL EMERGENCY,Patient Refusal,7
Leverett,2021,MEDICAL EMERGENCY,Taken/Referred to Other Agency,1
Leverett,2021,MEDICAL EMERGENCY,Services Rendered,17
Leverett,2021,MISCELLANEOUS,Checks Okay,1
Leverett,2021,MISCELLANEOUS,Report Taken,1
Leverett,2021,MISCELLANEOUS,Services Rendered,7
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,Arrest(s) Made,2
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,Investigated,3
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,Report Taken,5
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,Services Rendered,2
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,TRANSFERRED TO STATE POLICE,1
Leverett,2021,MOTOR VEHICLE ACCIDENT NO INJU,Vehicle Towed,8
Leverett,2021,MOTOR VEHICLE COMPLAINT,Citation/Warning Issued,1
Leverett,2021,MOTOR VEHICLE COMPLAINT,Could Not Locate,4
Leverett,2021,MOTOR VEHICLE COMPLAINT,Gone On Arrival,1
Leverett,2021,MOTOR VEHICLE COMPLAINT,Investigated,3
Leverett,2021,MOTOR VEHICLE COMPLAINT,Negative Contact,1
Leverett,2021,MOTOR VEHICLE COMPLAINT,Notification,2
Leverett,2021,MOTOR VEHICLE COMPLAINT,Taken/Referred to Other Agency,1
Leverett,2021,MOTOR VEHICLE COMPLAINT,Report Taken,2
Leverett,2021,MOTOR VEHICLE COMPLAINT,Services Rendered,5
Leverett,2021,MOTOR VEHICLE COMPLAINT,Unfounded,4
Leverett,2021,MOTOR VEHICLE ACCIDE W/INJURY,BAYSTATE SPRINGFIELD MED CTR,1
Leverett,2021,MOTOR VEHICLE ACCIDE W/INJURY,COOLEY DICKINSON HOSPITAL,2
Leverett,2021,MOTOR VEHICLE ACCIDE W/INJURY,Patient Refusal,1
Leverett,2021,MOTOR VEHICLE ACCIDE W/INJURY,Vehicle Towed,1
Leverett,2021,MOTOR VEHICLE VIOLATION,ACCIDENTAL,1
Leverett,2021,MOTOR VEHICLE VIOLATION,Arrest(s) Made,3
Leverett,2021,MOTOR VEHICLE VIOLATION,Citation/Warning Issued,259
Leverett,2021,MOTOR VEHICLE VIOLATION,CRIMINAL APPLICATION,11
Leverett,2021,MOTOR VEHICLE VIOLATION,Good Intent,2
Leverett,2021,MOTOR VEHICLE VIOLATION,Investigated,18
Leverett,2021,MOTOR VEHICLE VIOLATION,No Action Required,3
Leverett,2021,MOTOR VEHICLE VIOLATION,Report Taken,1
Leverett,2021,MOTOR VEHICLE VIOLATION,Services Rendered,2
Leverett,2021,MOTOR VEHICLE VIOLATION,Vehicle Towed,10
Leverett,2021,MOTOR VEHICLE VIOLATION,Verbal Warning,260
Leverett,2021,NOISE COMPLAINT,Taken/Referred to Other Agency,1
Leverett,2021,NOISE COMPLAINT,Peace Restored,1
Leverett,2021,NOISE COMPLAINT,Services Rendered,1
Leverett,2021,NOISE COMPLAINT,TRANSFERRED TO STATE POLICE,2
Leverett,2021,NOTIFICATION,Unknown,1
Leverett,2021,NOTIFICATION,Call Given to an Officer,2
Leverett,2021,NOTIFICATION,Could Not Locate,1
Leverett,2021,NOTIFICATION,Notification,1
Leverett,2021,NOTIFICATION,Report Taken,1
Leverett,2021,NOTIFICATION,Services Rendered,7
Leverett,2021,OPEN DOOR,Building Checked/Secured,1
Leverett,2021,ODOR INVESTIGATION,Could Not Locate,1
Leverett,2021,ODOR INVESTIGATION,Services Rendered,3
Leverett,2021,OFFICER WANTED,Checks Okay,2
Leverett,2021,OFFICER WANTED,Investigated,7
Leverett,2021,OFFICER WANTED,No Action Required,1
Leverett,2021,OFFICER WANTED,Report Taken,4
Leverett,2021,OFFICER WANTED,SERVED IN HAND,1
Leverett,2021,OFFICER WANTED,TRANSFERRED TO STATE POLICE,1
Leverett,2021,OFFICER WANTED,Unfounded,1
Leverett,2021,PAPERWORK SERVICE,Negative Contact,7
Leverett,2021,PAPERWORK SERVICE,Notification,1
Leverett,2021,PAPERWORK SERVICE,SERVED IN HAND,18
Leverett,2021,PAPERWORK SERVICE,Services Rendered,5
Leverett,2021,PARKING COMPLAINT,Negative Contact,1
Leverett,2021,PATROL AREA,Checks Okay,6
Leverett,2021,PATROL AREA,No Action Required,3
Leverett,2021,PATROL AREA,Report Taken,1
Leverett,2021,PATROL AREA,Services Rendered,8
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,Citation/Warning Issued,17
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,CRIMINAL APPLICATION,1
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,Investigated,2
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,No Action Required,144
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,SERVED IN HAND,1
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,Services Rendered,61
Leverett,2021,RADAR/TRAFFIC ENFORCEMENT,Verbal Warning,16
Leverett,2021,RESCUE CALL,Unfounded,1
Leverett,2021,ROLLING 9,No Action Required,2
Leverett,2021,SAFETY HAZARD,Investigated,1
Leverett,2021,SAFETY HAZARD,Taken/Referred to Other Agency,1
Leverett,2021,SAFETY HAZARD,Services Rendered,1
Leverett,2021,SAFETY HAZARD,Transferred/Ref to Utility,3
Leverett,2021,SEARCH,Unknown,1
Leverett,2021,SEARCH,Could Not Locate,1
Leverett,2021,SEARCH,Unfounded,2
Leverett,2021,Section 12,Protective Custody,1
Leverett,2021,SERVICE CALL,Services Rendered,6
Leverett,2021,SHOTS FIRED,Investigated,1
Leverett,2021,SMOKE INVESTIGATION,Extinguished,1
Leverett,2021,SMOKE INVESTIGATION,Investigated,1
Leverett,2021,SMOKE INVESTIGATION,Services Rendered,1
Leverett,2021,SMOKE INVESTIGATION,Unfounded,2
Leverett,2021,SEX OFFENDER REGISTRATION,Services Rendered,3
Leverett,2021,SUMMONS SERVICE,Negative Contact,3
Leverett,2021,SUMMONS SERVICE,SERVED IN HAND,1
Leverett,2021,SUSPICIOUS PERSON,Checks Okay,1
Leverett,2021,SUSPICIOUS PERSON,FRANKLIN MEDICAL CENTER,1
Leverett,2021,SUSPICIOUS PERSON,Unfounded,1
Leverett,2021,SUSPICIOUS ACTIVITY,Building Checked/Secured,1
Leverett,2021,SUSPICIOUS ACTIVITY,Could Not Locate,1
Leverett,2021,SUSPICIOUS ACTIVITY,Investigated,1
Leverett,2021,SUSPICIOUS ACTIVITY,Services Rendered,2
Leverett,2021,SUSPICIOUS ACTIVITY,TRANSFERRED TO STATE POLICE,1
Leverett,2021,SUSPICIOUS VEHICLE,Call Cancelled,1
Leverett,2021,SUSPICIOUS VEHICLE,Gone On Arrival,1
Leverett,2021,SUSPICIOUS VEHICLE,Investigated,3
Leverett,2021,SUSPICIOUS VEHICLE,Services Rendered,2
Leverett,2021,SUSPICIOUS VEHICLE,TRANSFERRED TO STATE POLICE,3
Leverett,2021,SUSPICIOUS VEHICLE,Unfounded,1
Leverett,2021,TRAFFIC HAZARD,ACCIDENTAL,1
Leverett,2021,TRAFFIC HAZARD,Call Given to an Officer,1
Leverett,2021,TRAFFIC HAZARD,Good Intent,1
Leverett,2021,TRAFFIC HAZARD,Gone On Arrival,1
Leverett,2021,TRAFFIC HAZARD,Investigated,2
Leverett,2021,TRAFFIC HAZARD,Removed Hazard,6
Leverett,2021,TRAFFIC HAZARD,Services Rendered,9
Leverett,2021,TRAFFIC HAZARD,Transferred/Ref to Highway,4
Leverett,2021,TRAFFIC HAZARD,Transferred/Ref to Utility,1
Leverett,2021,TRAFFIC HAZARD,Unfounded,4
Leverett,2021,TRAFFIC CONTROL,No Action Required,2
Leverett,2021,TRAFFIC CONTROL,Services Rendered,13
Leverett,2021,TRAFFIC CONTROL,Verbal Warning,1
Leverett,2021,TRESPASS,Services Rendered,2
Leverett,2021,UNWANTED PERSON,FRANKLIN MEDICAL CENTER,1
Leverett,2021,UNWANTED PERSON,Services Rendered,1
Leverett,2021,VANDALISM,Report Taken,7
Leverett,2021,VANDALISM,TRANSFERRED TO STATE POLICE,1
Leverett,2021,SERVE WARRANT,Investigated,1
Leverett,2022,209A SERVICE,SERVED IN HAND,3
Leverett,2022,ABANDONED 911 CALL,ACCIDENTAL,2
Leverett,2022,ABANDONED 911 CALL,CONFIRMED MIS-DIAL,1
Leverett,2022,ABANDONED 911 CALL,Dispatch Handled,1
Leverett,2022,ABANDONED 911 CALL,No Transport/Patient Refusal,1
Leverett,2022,ABANDONED 911 CALL,Services Rendered,1
Leverett,2022,911 CALL,ACCIDENTAL,1
Leverett,2022,911 CALL,Checks Okay,2
Leverett,2022,911 CALL,CONFIRMED MIS-DIAL,7
Leverett,2022,911 CALL,Call Given to an Officer,3
Leverett,2022,911 CALL,Dispatch Handled,6
Leverett,2022,911 CALL,Investigated,1
Leverett,2022,911 CALL,No Action Required,2
Leverett,2022,911 CALL,Report Taken,1
Leverett,2022,911 CALL,Taken to Family/Guardian/Other,1
Leverett,2022,911 CALL,TRANSFERRED TO STATE POLICE,2
Leverett,2022,911 CALL,Unfounded,1
Leverett,2022,911 HANG UP,COOLEY DICKINSON HOSPITAL,3
Leverett,2022,911 HANG UP,CONFIRMED MIS-DIAL,2
Leverett,2022,911 HANG UP,Dispatch Handled,1
Leverett,2022,911 HANG UP,No Action Required,1
Leverett,2022,911 HANG UP,Services Rendered,2
Leverett,2022,911 HANG UP,TRANSFERRED TO STATE POLICE,2
Leverett,2022,911 MIS DIAL,Checks Okay,1
Leverett,2022,911 MIS DIAL,CONFIRMED MIS-DIAL,5
Leverett,2022,911 MIS DIAL,No Action Required,1
Leverett,2022,911 MIS DIAL,NOBODY HOME,1
Leverett,2022,911 MIS DIAL,TRANSFERRED TO STATE POLICE,3
Leverett,2022,ABANDONED MV,Services Rendered,1
Leverett,2022,ADMINISTRATIVE,Unknown,1
Leverett,2022,ADMINISTRATIVE,Checks Okay,10
Leverett,2022,ADMINISTRATIVE,Good Intent,1
Leverett,2022,ADMINISTRATIVE,No Action Required,7
Leverett,2022,ADMINISTRATIVE,Report Taken,15
Leverett,2022,ADMINISTRATIVE,Services Rendered,200
Leverett,2022,ALARM BURGLAR OR HOLDUP,ACCIDENTAL,2
Leverett,2022,ALARM BURGLAR OR HOLDUP,Building Checked/Secured,10
Leverett,2022,ALARM BURGLAR OR HOLDUP,Call Cancelled,3
Leverett,2022,ALARM BURGLAR OR HOLDUP,Checks Okay,4
Leverett,2022,ALARM BURGLAR OR HOLDUP,Call Given to an Officer,1
Leverett,2022,ALARM BURGLAR OR HOLDUP,FALSE Alarm,2
