"town","year","call_reason","actionname","actioncount"
"Leverett",2020-01-01,"Car vs. Deer","Investigated",1
"Leverett",2020-01-01,"Car vs. Deer","Negative Contact",1
"Leverett",2020-01-01,"Car vs. Deer","Report Taken",2
"Leverett",2020-01-01,"Car vs. Deer","Services Rendered",2
"Leverett",2020-01-01,"Car vs. Deer","Transferred/Ref to Highway",1
"Leverett",2020-01-01,"Car vs. Deer","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"Car vs. Deer","Vehicle Towed",2
"Leverett",2020-01-01,"DISTURBANCE","No Action Required",1
"Leverett",2020-01-01,"DISTURBANCE","Services Rendered",1
"Leverett",2020-01-01,"DISABLED MV","Good Intent",2
"Leverett",2020-01-01,"DISABLED MV","No Action Required",1
"Leverett",2020-01-01,"DISABLED MV","Notification",1
"Leverett",2020-01-01,"DISABLED MV","Services Rendered",9
"Leverett",2020-01-01,"DISABLED MV","Transferred/Ref to Highway",1
"Leverett",2020-01-01,"DOMESTIC","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"DETAIL REQUEST","Call Given to an Officer",3
"Leverett",2020-01-01,"DETAIL REQUEST","Notification",1
"Leverett",2020-01-01,"DETAIL REQUEST","Services Rendered",1
"Leverett",2020-01-01,"ESCORT/TRANSPORT","Services Rendered",3
"Leverett",2020-01-01,"FIREARMS LICENSING","Call Given to an Officer",2
"Leverett",2020-01-01,"FIREARMS LICENSING","Services Rendered",35
"Leverett",2020-01-01,"BRUSH FIRE","Services Rendered",1
"Leverett",2020-01-01,"STRUCTURE FIRE","Extinguished",1
"Leverett",2020-01-01,"FIRE, OTHER NON-SPECIFIC","Call Cancelled",1
"Leverett",2020-01-01,"FIRE, OTHER NON-SPECIFIC","Checks Okay",1
"Leverett",2020-01-01,"FIRE, OTHER NON-SPECIFIC","Services Rendered",1
"Leverett",2020-01-01,"FIRE, OTHER NON-SPECIFIC","Transferred/Ref to Utility",1
"Leverett",2020-01-01,"VEHICLE FIRE","Extinguished",1
"Leverett",2020-01-01,"FIRE WORKS","Investigated",1
"Leverett",2020-01-01,"FIRE WORKS","Unfounded",2
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","Investigated",6
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","No Action Required",1
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",1
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","NOBODY HOME",1
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","Report Taken",2
"Leverett",2020-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",7
"Leverett",2020-01-01,"FRAUD/SCAM","Call Given to an Officer",2
"Leverett",2020-01-01,"FRAUD/SCAM","Dispatch Handled",1
"Leverett",2020-01-01,"FRAUD/SCAM","Investigated",3
"Leverett",2020-01-01,"FRAUD/SCAM","Taken/Referred to Other Agency ",1
"Leverett",2020-01-01,"FRAUD/SCAM","Report Taken",11
"Leverett",2020-01-01,"FRAUD/SCAM","Services Rendered",3
"Leverett",2020-01-01,"GAS LEAK","Investigated",1
"Leverett",2020-01-01,"GAS LEAK","Services Rendered",1
"Leverett",2020-01-01,"GENERAL INFO","Call Given to an Officer",13
"Leverett",2020-01-01,"GENERAL INFO","Faxed To Station",1
"Leverett",2020-01-01,"GENERAL INFO","Gone On Arrival",1
"Leverett",2020-01-01,"GENERAL INFO","Report Taken",3
"Leverett",2020-01-01,"GENERAL INFO","Services Rendered",4
"Leverett",2020-01-01,"HARASSMENT","Investigated",1
"Leverett",2020-01-01,"HARASSMENT","Report Taken",2
"Leverett",2020-01-01,"INVESTIGATION","COOLEY DICKINSON HOSPITAL",1
"Leverett",2020-01-01,"INVESTIGATION","Checks Okay",2
"Leverett",2020-01-01,"INVESTIGATION","Investigated",3
"Leverett",2020-01-01,"INVESTIGATION","Negative Contact",1
"Leverett",2020-01-01,"INVESTIGATION","Notification",1
"Leverett",2020-01-01,"INVESTIGATION","Report Taken",1
"Leverett",2020-01-01,"INVESTIGATION","Services Rendered",2
"Leverett",2020-01-01,"INVESTIGATION","Transferred/Ref to Highway",1
"Leverett",2020-01-01,"INVESTIGATION","Transferred/Ref to Utility",1
"Leverett",2020-01-01,"KEEP THE PEACE","Investigated",1
"Leverett",2020-01-01,"KEEP THE PEACE","Peace Restored",1
"Leverett",2020-01-01,"KEEP THE PEACE","Services Rendered",2
"Leverett",2020-01-01,"LARCENY","Report Taken",5
"Leverett",2020-01-01,"LARCENY","Services Rendered",1
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Extinguished",2
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Investigated",4
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Removed Hazard",3
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","SERVED IN HAND",1
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Services Rendered",7
"Leverett",2020-01-01,"LINE DOWN, POWER,PHONE OR CABL","Transferred/Ref to Utility",15
"Leverett",2020-01-01,"LOCKOUT","Services Rendered",1
"Leverett",2020-01-01,"MEDICAL EMERGENCY","BAYSTATE SPRINGFIELD MED CTR",1
"Leverett",2020-01-01,"MEDICAL EMERGENCY","COOLEY DICKINSON HOSPITAL",29
"Leverett",2020-01-01,"MEDICAL EMERGENCY","FRANKLIN MEDICAL CENTER",19
"Leverett",2020-01-01,"MEDICAL EMERGENCY","Investigated",2
"Leverett",2020-01-01,"MEDICAL EMERGENCY","No Transport/ Patient Refusal",5
"Leverett",2020-01-01,"MEDICAL EMERGENCY","Patient Refusal",10
"Leverett",2020-01-01,"MEDICAL EMERGENCY","Services Rendered",3
"Leverett",2020-01-01,"MISSING PERSON","Taken/Referred to Other Agency ",1
"Leverett",2020-01-01,"MISCELLANEOUS","Checks Okay",4
"Leverett",2020-01-01,"MISCELLANEOUS","Call Given to an Officer",3
"Leverett",2020-01-01,"MISCELLANEOUS","Good Intent",4
"Leverett",2020-01-01,"MISCELLANEOUS","Gone On Arrival",1
"Leverett",2020-01-01,"MISCELLANEOUS","No Action Required",4
"Leverett",2020-01-01,"MISCELLANEOUS","Notification",1
"Leverett",2020-01-01,"MISCELLANEOUS","Report Taken",1
"Leverett",2020-01-01,"MISCELLANEOUS","Services Rendered",30
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Unknown",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Investigated",3
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Other Hospital",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Removed Hazard",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Report Taken",7
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Unfounded",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDENT NO INJU","Vehicle Towed",4
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Arrest(s) Made",1
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Could Not Locate",3
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Investigated",3
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Report Taken",3
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Services Rendered",4
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"MOTOR VEHICLE COMPLAINT","Unfounded",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Arrest(s) Made",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","BAYSTATE SPRINGFIELD MED CTR",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Services Rendered",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"MOTOR VEHICLE ACCIDE W/INJURY","Vehicle Towed",1
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Unknown",1
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","ACCIDENTAL",2
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Arrest(s) Made",4
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Call Cancelled",1
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Citation/Warning Issued",359
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Checks Okay",2
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","CRIMINAL APPLICATION",16
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Good Intent",1
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Investigated",18
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","No Action Required",4
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Negative Contact",1
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Services Rendered",9
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Vehicle Towed",9
"Leverett",2020-01-01,"MOTOR VEHICLE VIOLATION","Verbal Warning",313
"Leverett",2020-01-01,"NOISE COMPLAINT","Could Not Locate",1
"Leverett",2020-01-01,"NOISE COMPLAINT","Investigated",2
"Leverett",2020-01-01,"NOISE COMPLAINT","Peace Restored",1
"Leverett",2020-01-01,"NOISE COMPLAINT","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"NOISE COMPLAINT","Unfounded",1
"Leverett",2020-01-01,"NOTIFICATION","Call Given to an Officer",2
"Leverett",2020-01-01,"NOTIFICATION","Good Intent",1
"Leverett",2020-01-01,"ODOR INVESTIGATION","Could Not Locate",1
"Leverett",2020-01-01,"ODOR INVESTIGATION","Investigated",1
"Leverett",2020-01-01,"ODOR INVESTIGATION","Taken/Referred to Other Agency ",1
"Leverett",2020-01-01,"ODOR INVESTIGATION","Services Rendered",1
"Leverett",2020-01-01,"OFFICER WANTED","Arrest(s) Made",1
"Leverett",2020-01-01,"OFFICER WANTED","Investigated",2
"Leverett",2020-01-01,"OFFICER WANTED","Negative Contact",2
"Leverett",2020-01-01,"OFFICER WANTED","Report Taken",3
"Leverett",2020-01-01,"OFFICER WANTED","Peace Restored",2
"Leverett",2020-01-01,"OFFICER WANTED","Services Rendered",2
"Leverett",2020-01-01,"OFFICER WANTED","Taken to Family/Guardian/Other ",1
"Leverett",2020-01-01,"OFFICER WANTED","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"PAPERWORK SERVICE","Call Given to an Officer",1
"Leverett",2020-01-01,"PAPERWORK SERVICE","Could Not Locate",1
"Leverett",2020-01-01,"PAPERWORK SERVICE","No Action Required",2
"Leverett",2020-01-01,"PAPERWORK SERVICE","Negative Contact",6
"Leverett",2020-01-01,"PAPERWORK SERVICE","SERVED IN HAND",16
"Leverett",2020-01-01,"PAPERWORK SERVICE","Services Rendered",37
"Leverett",2020-01-01,"PATROL AREA","Checks Okay",125
"Leverett",2020-01-01,"PATROL AREA","Could Not Locate",1
"Leverett",2020-01-01,"PATROL AREA","Investigated",1
"Leverett",2020-01-01,"PATROL AREA","No Action Required",5
"Leverett",2020-01-01,"PATROL AREA","Services Rendered",25
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","Citation/Warning Issued",18
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","Investigated",7
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","No Action Required",118
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","Negative Contact",1
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","Services Rendered",286
"Leverett",2020-01-01,"RADAR/TRAFFIC ENFORCEMENT","Verbal Warning",7
"Leverett",2020-01-01,"REPOSSESSION","Vehicle Towed",1
"Leverett",2020-01-01,"RESCUE CALL","Services Rendered",1
"Leverett",2020-01-01,"ROLLING 9","Investigated",3
"Leverett",2020-01-01,"ROLLING 9","No Action Required",1
"Leverett",2020-01-01,"SAFETY HAZARD","Call Given to an Officer",1
"Leverett",2020-01-01,"SAFETY HAZARD","Investigated",3
"Leverett",2020-01-01,"SAFETY HAZARD","Removed Hazard",3
"Leverett",2020-01-01,"SAFETY HAZARD","Taken/Referred to Other Agency ",2
"Leverett",2020-01-01,"SAFETY HAZARD","Services Rendered",2
"Leverett",2020-01-01,"SAFETY HAZARD","Transferred/Ref to Highway",1
"Leverett",2020-01-01,"SAFETY HAZARD","Transferred/Ref to Utility",2
"Leverett",2020-01-01,"SERVICE CALL","Investigated",2
"Leverett",2020-01-01,"SERVICE CALL","Services Rendered",6
"Leverett",2020-01-01,"SHOTS FIRED","Could Not Locate",1
"Leverett",2020-01-01,"SHOTS FIRED","Investigated",4
"Leverett",2020-01-01,"SHOTS FIRED","Unfounded",1
"Leverett",2020-01-01,"SMOKE INVESTIGATION","Could Not Locate",1
"Leverett",2020-01-01,"SMOKE INVESTIGATION","Investigated",1
"Leverett",2020-01-01,"SMOKE INVESTIGATION","Services Rendered",1
"Leverett",2020-01-01,"SEX OFFENDER REGISTRATION","Services Rendered",1
"Leverett",2020-01-01,"SUSPICIOUS PERSON","COOLEY DICKINSON HOSPITAL",1
"Leverett",2020-01-01,"SUSPICIOUS PACKAGE","Checks Okay",1
"Leverett",2020-01-01,"SUSPICIOUS PACKAGE","Investigated",1
"Leverett",2020-01-01,"SUSPICIOUS ACTIVITY","Checks Okay",3
"Leverett",2020-01-01,"SUSPICIOUS ACTIVITY","Investigated",2
"Leverett",2020-01-01,"SUSPICIOUS ACTIVITY","Report Taken",1
"Leverett",2020-01-01,"SUSPICIOUS ACTIVITY","Services Rendered",2
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","Checks Okay",8
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","Investigated",6
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","No Action Required",1
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","Report Taken",1
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","Services Rendered",1
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"SUSPICIOUS VEHICLE","Vehicle Towed",1
"Leverett",2020-01-01,"THREAT","Report Taken",3
"Leverett",2020-01-01,"TRAFFIC HAZARD","Investigated",1
"Leverett",2020-01-01,"TRAFFIC HAZARD","No Action Required",1
"Leverett",2020-01-01,"TRAFFIC HAZARD","Removed Hazard",13
"Leverett",2020-01-01,"TRAFFIC HAZARD","Services Rendered",13
"Leverett",2020-01-01,"TRAFFIC HAZARD","Transferred/Ref to Highway",3
"Leverett",2020-01-01,"TRAFFIC HAZARD","Taken to Family/Guardian/Other ",1
"Leverett",2020-01-01,"TRAFFIC HAZARD","Transferred/Ref to Utility",1
"Leverett",2020-01-01,"TRAFFIC CONTROL","Citation/Warning Issued",3
"Leverett",2020-01-01,"TRAFFIC CONTROL","No Action Required",24
"Leverett",2020-01-01,"TRAFFIC CONTROL","Services Rendered",51
"Leverett",2020-01-01,"TRESPASS","Investigated",1
"Leverett",2020-01-01,"UNWANTED PERSON","Investigated",1
"Leverett",2020-01-01,"UNWANTED PERSON","Report Taken",1
"Leverett",2020-01-01,"UNWANTED PERSON","TRANSFERRED TO STATE POLICE",1
"Leverett",2020-01-01,"VANDALISM","Investigated",2
"Leverett",2020-01-01,"VANDALISM","Report Taken",3
"Leverett",2021-01-01,"209A SERVICE","No Action Required",2
"Leverett",2021-01-01,"209A SERVICE","Negative Contact",1
"Leverett",2021-01-01,"209A SERVICE","SERVED IN HAND",3
"Leverett",2021-01-01,"209A VIOLATION","Investigated",1
"Leverett",2021-01-01,"ABANDONED 911 CALL","CONFIRMED MIS-DIAL",1
"Leverett",2021-01-01,"ABANDONED 911 CALL","No Action Required",1
"Leverett",2021-01-01,"911 CALL","ACCIDENTAL",2
"Leverett",2021-01-01,"911 CALL","Checks Okay",1
"Leverett",2021-01-01,"911 CALL","CONFIRMED MIS-DIAL",11
"Leverett",2021-01-01,"911 CALL","Dispatch Handled",1
"Leverett",2021-01-01,"911 CALL","Investigated",1
"Leverett",2021-01-01,"911 CALL","No Action Required",2
"Leverett",2021-01-01,"911 CALL","Negative Contact",1
"Leverett",2021-01-01,"911 CALL","Taken/Referred to Other Agency ",2
"Leverett",2021-01-01,"911 CALL","Services Rendered",2
"Leverett",2021-01-01,"911 CALL","TRANSFERRED TO STATE POLICE",4
"Leverett",2021-01-01,"911 CALL","Unfounded",1
"Leverett",2021-01-01,"911 HANG UP","Checks Okay",1
"Leverett",2021-01-01,"911 HANG UP","Call Given to an Officer",2
"Leverett",2021-01-01,"911 HANG UP","Investigated",2
"Leverett",2021-01-01,"911 HANG UP","Services Rendered",1
"Leverett",2021-01-01,"911 HANG UP","TRANSFERRED TO STATE POLICE",2
"Leverett",2021-01-01,"911 HANG UP","Unfounded",1
"Leverett",2021-01-01,"911 MIS DIAL","Checks Okay",2
"Leverett",2021-01-01,"911 MIS DIAL","CONFIRMED MIS-DIAL",5
"Leverett",2021-01-01,"911 MIS DIAL","Call Given to an Officer",1
"Leverett",2021-01-01,"911 MIS DIAL","No Action Required",1
"Leverett",2021-01-01,"911 MIS DIAL","TRANSFERRED TO STATE POLICE",1
"Leverett",2021-01-01,"ABANDONED MV","Services Rendered",1
"Leverett",2021-01-01,"ADMINISTRATIVE","No Action Required",4
"Leverett",2021-01-01,"ADMINISTRATIVE","Notification",1
"Leverett",2021-01-01,"ADMINISTRATIVE","Report Taken",3
"Leverett",2021-01-01,"ADMINISTRATIVE","Services Rendered",61
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","ACCIDENTAL",8
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","Building Checked/Secured",15
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","Call Cancelled",3
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","Call Given to an Officer",1
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","False Alarm",1
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","Investigated",3
"Leverett",2021-01-01,"ALARM BURGLAR OR HOLDUP","TRANSFERRED TO STATE POLICE",4
"Leverett",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","ACCIDENTAL",1
"Leverett",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","False Alarm",1
"Leverett",2021-01-01,"EMS ALARM - LIFELINE ACTIVATED","No Transport/ Patient Refusal",2
"Leverett",2021-01-01,"FIRE ALARM","False Alarm",2
"Leverett",2021-01-01,"FIRE ALARM","Investigated",5
"Leverett",2021-01-01,"FIRE ALARM","Services Rendered",4
"Leverett",2021-01-01,"FIRE ALARM","Unfounded",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Call Cancelled",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Call Given to an Officer",2
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Could Not Locate",3
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Dispatch Handled",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Referred to Animal Control",3
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Gone On Arrival",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Investigated",3
"Leverett",2021-01-01,"ANIMAL COMPLAINT","No Action Required",2
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Negative Contact",2
"Leverett",2021-01-01,"ANIMAL COMPLAINT","NOBODY HOME",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Notification",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Report Taken",3
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Services Rendered",19
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Transferred/Ref to Highway",1
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Taken to Family/Guardian/Other ",3
"Leverett",2021-01-01,"ANIMAL COMPLAINT","Unfounded",4
"Leverett",2021-01-01,"ASSIST CITIZEN","Good Intent",3
"Leverett",2021-01-01,"ASSIST CITIZEN","Investigated",2
"Leverett",2021-01-01,"ASSIST CITIZEN","Negative Contact",1
"Leverett",2021-01-01,"ASSIST CITIZEN","NOBODY HOME",1
"Leverett",2021-01-01,"ASSIST CITIZEN","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"ASSIST CITIZEN","Report Taken",6
"Leverett",2021-01-01,"ASSIST CITIZEN","SERVED IN HAND",1
"Leverett",2021-01-01,"ASSIST CITIZEN","Services Rendered",44
"Leverett",2021-01-01,"ASSIST CITIZEN","Transferred/Ref to Highway",1
"Leverett",2021-01-01,"ASSIST OTHER AGENCY","Call Cancelled",1
"Leverett",2021-01-01,"ASSIST OTHER AGENCY","Call Given to an Officer",1
"Leverett",2021-01-01,"ASSIST OTHER AGENCY","Investigated",1
"Leverett",2021-01-01,"ASSIST OTHER AGENCY","No Action Required",1
"Leverett",2021-01-01,"ASSIST OTHER AGENCY","Services Rendered",21
"Leverett",2021-01-01,"ASSAULT","Report Taken",1
"Leverett",2021-01-01,"ARTICLES LOST","Dispatch Handled",1
"Leverett",2021-01-01,"ARTICLES RECOVERED","Good Intent",2
"Leverett",2021-01-01,"ARTICLES RECOVERED","Services Rendered",6
"Leverett",2021-01-01,"BREAKING & ENTERING AUTO","Investigated",1
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Building Checked/Secured",364
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","BAYSTATE SPRINGFIELD MED CTR",1
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Checks Okay",184
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Call Given to an Officer",1
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Investigated",3
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","No Action Required",23
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Report Taken",2
"Leverett",2021-01-01,"BUILDING/LOCATION CHECK","Services Rendered",30
"Leverett",2021-01-01,"BYLAW VIOLATION","Services Rendered",1
"Leverett",2021-01-01,"CHIMNEY FIRE","Extinguished",2
"Leverett",2021-01-01,"CHIMNEY FIRE","Investigated",1
"Leverett",2021-01-01,"CHIMNEY FIRE","Services Rendered",2
"Leverett",2021-01-01,"CHECK WELFARE","Call Cancelled",1
"Leverett",2021-01-01,"CHECK WELFARE","COOLEY DICKINSON HOSPITAL",1
"Leverett",2021-01-01,"CHECK WELFARE","Checks Okay",4
"Leverett",2021-01-01,"CHECK WELFARE","Could Not Locate",1
"Leverett",2021-01-01,"CHECK WELFARE","Good Intent",1
"Leverett",2021-01-01,"CHECK WELFARE","Investigated",4
"Leverett",2021-01-01,"CHECK WELFARE","Negative Contact",1
"Leverett",2021-01-01,"CHECK WELFARE","NOBODY HOME",1
"Leverett",2021-01-01,"CHECK WELFARE","Services Rendered",6
"Leverett",2021-01-01,"CHECK WELFARE","TRANSFERRED TO STATE POLICE",2
"Leverett",2021-01-01,"Civil Issue","Investigated",1
"Leverett",2021-01-01,"Civil Issue","Services Rendered",1
"Leverett",2021-01-01,"CRUISER MAINTENANCE","Good Intent",1
"Leverett",2021-01-01,"CRUISER MAINTENANCE","No Action Required",15
"Leverett",2021-01-01,"CRUISER MAINTENANCE","Services Rendered",35
"Leverett",2021-01-01,"CARBON MONOXIDE HAZARD","Investigated",1
"Leverett",2021-01-01,"CARBON MONOXIDE HAZARD","Services Rendered",1
"Leverett",2021-01-01,"COMMUNITY POLICING","Checks Okay",2
"Leverett",2021-01-01,"COMMUNITY POLICING","Good Intent",13
"Leverett",2021-01-01,"COMMUNITY POLICING","Investigated",1
"Leverett",2021-01-01,"COMMUNITY POLICING","No Action Required",15
"Leverett",2021-01-01,"COMMUNITY POLICING","Negative Contact",1
"Leverett",2021-01-01,"COMMUNITY POLICING","Services Rendered",21
"Leverett",2021-01-01,"COMPLAINT","Investigated",2
"Leverett",2021-01-01,"COMPLAINT","No Action Required",1
"Leverett",2021-01-01,"COMPLAINT","Taken/Referred to Other Agency ",1
"Leverett",2021-01-01,"COMPLAINT","Report Taken",1
"Leverett",2021-01-01,"COMPLAINT","Services Rendered",1
"Leverett",2021-01-01,"COURT","Services Rendered",2
"Leverett",2021-01-01,"CUSTODY ISSUE","Negative Contact",1
"Leverett",2021-01-01,"Car vs. Deer","No Action Required",1
"Leverett",2021-01-01,"Car vs. Deer","Report Taken",1
"Leverett",2021-01-01,"Car vs. Deer","Services Rendered",2
"Leverett",2021-01-01,"Car vs. Deer","TRANSFERRED TO STATE POLICE",3
"Leverett",2021-01-01,"Car vs. Deer","Unfounded",1
"Leverett",2021-01-01,"Paid Detail","Call Given to an Officer",1
"Leverett",2021-01-01,"DISTURBANCE","Investigated",1
"Leverett",2021-01-01,"DISTURBANCE","Negative Contact",1
"Leverett",2021-01-01,"DISTURBANCE","Services Rendered",1
"Leverett",2021-01-01,"DISTURBANCE","Unfounded",1
"Leverett",2021-01-01,"DISABLED MV","Call Cancelled",1
"Leverett",2021-01-01,"DISABLED MV","Checks Okay",1
"Leverett",2021-01-01,"DISABLED MV","Investigated",6
"Leverett",2021-01-01,"DISABLED MV","No Action Required",1
"Leverett",2021-01-01,"DISABLED MV","Notification",1
"Leverett",2021-01-01,"DISABLED MV","Report Taken",1
"Leverett",2021-01-01,"DISABLED MV","Services Rendered",12
"Leverett",2021-01-01,"DISABLED MV","Vehicle Towed",9
"Leverett",2021-01-01,"Drill/Testing","Services Rendered",3
"Leverett",2021-01-01,"DETAIL REQUEST","No Action Required",1
"Leverett",2021-01-01,"DETAIL REQUEST","Notification",2
"Leverett",2021-01-01,"DETAIL REQUEST","Services Rendered",4
"Leverett",2021-01-01,"ESCORT/TRANSPORT","Good Intent",1
"Leverett",2021-01-01,"ESCORT/TRANSPORT","Services Rendered",5
"Leverett",2021-01-01,"FIREARMS LICENSING","No Action Required",1
"Leverett",2021-01-01,"FIREARMS LICENSING","Negative Contact",2
"Leverett",2021-01-01,"FIREARMS LICENSING","NOBODY HOME",1
"Leverett",2021-01-01,"FIREARMS LICENSING","Report Taken",1
"Leverett",2021-01-01,"FIREARMS LICENSING","SERVED IN HAND",2
"Leverett",2021-01-01,"FIREARMS LICENSING","Services Rendered",56
"Leverett",2021-01-01,"BRUSH FIRE","Extinguished",3
"Leverett",2021-01-01,"FIRE, OTHER NON-SPECIFIC","Extinguished",1
"Leverett",2021-01-01,"FIRE, OTHER NON-SPECIFIC","Investigated",3
"Leverett",2021-01-01,"FIRE, OTHER NON-SPECIFIC","Services Rendered",1
"Leverett",2021-01-01,"VEHICLE FIRE","Vehicle Towed",1
"Leverett",2021-01-01,"FIRE WORKS","Unfounded",1
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Investigated",6
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Negative Contact",2
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Notification",1
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Report Taken",3
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Peace Restored",1
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Services Rendered",6
"Leverett",2021-01-01,"FOLLOW UP INVESTIGATION","Vehicle Towed",1
"Leverett",2021-01-01,"FRAUD/SCAM","Call Given to an Officer",1
