id,xspanish,complete_status,ppage,ppeduc5,ppeducat,ppgender,ppethm,pphhsize,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppstaten,PPWORKA,ppemploy,Q1_a,Q1_b,Q1_c,Q1_d,Q1_e,Q1_f,Q2,Q3,Q4,Q5,QPID,ABCAGE,Contact,weights_pid
7230263,English,qualified,41,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",6 or more,"$75,000 to $99,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Employed part-time (by someone else),Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.8816
7230264,English,qualified,61,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Homemaker,Not working,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Very concerned,No,Skipped,Pessimistic,Something else,50-64,"No, I am not willing to be interviewed",1.0703
7230265,English,qualified,40,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",3,"$10,000 to $24,999",Now Married,Metro area,MidWest,Rented for cash,Michigan,Homemaker,Not working,Approve,Disapprove,Disapprove,Approve,Approve,Disapprove,Somewhat concerned,No,Not so good,Optimistic,A Republican,30-49,"No, I am not willing to be interviewed",1.1212
7230266,English,qualified,33,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Not concerned at all,Yes,Not so good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",.9793
7230267,English,qualified,66,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Now Married,Metro area,South,Rented for cash,Delaware,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,Something else,65+,"No, I am not willing to be interviewed",1.1602
7230268,English,qualified,41,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,South,Rented for cash,Georgia,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Good,Pessimistic,A Republican,30-49,"Yes, I am willing to be interviewed",1.0061
7230269,Spanish,qualified,40,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"$100,000 to $149,999",Separated,Non-metro area,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Not concerned at all,No,Poor,Pessimistic,A Republican,30-49,"Yes, I am willing to be interviewed",1.9621
7230270,English,qualified,60,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Not so good,Optimistic,A Republican,50-64,"No, I am not willing to be interviewed",.8618
7230271,English,qualified,58,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Non-metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",1.0211
7230272,English,qualified,29,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Nebraska,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,18-29,"Yes, I am willing to be interviewed",1.3762
7230273,Spanish,qualified,46,Some college or Associate degree,Some college,Male,Hispanic,5,"$25,000 to $49,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",1.104
7230274,English,qualified,74,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Disapprove,Very concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5148
7230275,English,qualified,51,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,A Republican,50-64,"Yes, I am willing to be interviewed",.6934
7230276,English,qualified,74,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,South,Rented for cash,Virginia,Retired,Working part-time,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.3732
7230277,English,qualified,52,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,50-64,"No, I am not willing to be interviewed",.8158
7230278,English,qualified,52,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Separated,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.6039
7230279,English,qualified,67,Bachelor’s degree,Bachelors degree or higher,Male,"2+ Races, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,Oklahoma,Retired,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.7269
7230280,English,qualified,41,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.6419
7230281,English,qualified,76,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Divorced,Metro area,MidWest,Owned or being bought by you or someone in your household,Ohio,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",.9835
7230282,English,qualified,48,Master’s degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",.8493
7230283,English,qualified,59,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.5641
7230284,English,qualified,41,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Skipped,Skipped,Skipped,Very concerned,Yes,Good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.1562
7230285,English,qualified,42,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,South,Rented for cash,Mississippi,Homemaker,Not working,Approve,Approve,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Not so good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",2.2496
7230286,English,qualified,64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"Less than $10,000",Widowed,Non-metro area,South,Rented for cash,Texas,Retired,Not working,Approve,Disapprove,Approve,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"No, I am not willing to be interviewed",.8751
7230287,English,qualified,51,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",2,"$25,000 to $49,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Currently laid off,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",1.9322
7230288,English,qualified,24,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",1.3568
7230289,Spanish,qualified,55,No high school diploma or GED,Less than high school,Male,Hispanic,2,"$100,000 to $149,999",Separated,Metro area,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",1.8116
7230290,English,qualified,24,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$100,000 to $149,999",Never married,Metro area,South,Rented for cash,Florida,Full Time Student,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,18-29,"No, I am not willing to be interviewed",1.1944
7230291,English,qualified,75,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New Jersey,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.4797
7230292,English,qualified,72,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.7378
7230293,English,qualified,60,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.3618
7230294,English,qualified,70,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Retired,Not working,Approve,Approve,Disapprove,Approve,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,65+,"No, I am not willing to be interviewed",.934
7230295,English,qualified,50,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,North Carolina,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.7591
7230296,English,qualified,22,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$150,000 or more",Never married,Metro area,West,Owned or being bought by you or someone in your household,Nevada,Self-employed,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Yes,Not so good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",1.3781
7230297,English,qualified,70,Some college or Associate degree,Some college,Male,"Black, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",1.5368
7230298,English,qualified,29,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Never married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Skipped,Not so good,Pessimistic,An Independent,18-29,"No, I am not willing to be interviewed",1.7741
7230299,English,qualified,48,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro area,NorthEast,Rented for cash,Pennsylvania,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,Yes,Poor,Pessimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.6168
7230300,English,qualified,51,Master’s degree or above,Bachelors degree or higher,Female,"Other, Non-Hispanic",1,"$50,000 to $74,999",Now Married,Metro area,West,Rented for cash,California,Employed part-time (by someone else),Working part-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.8156
7230301,English,qualified,40,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",5,"$25,000 to $49,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Homemaker,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Excellent,Optimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.908
7230302,English,qualified,66,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,District of Columbia,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Disapprove,Very concerned,Yes,Excellent,Optimistic,An Independent,65+,"No, I am not willing to be interviewed",.6133
7230303,English,qualified,67,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Separated,Metro area,West,Owned or being bought by you or someone in your household,California,Other,Working full-time,Approve,Approve,Approve,Approve,Approve,Disapprove,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.6267
7230304,English,qualified,47,Some college or Associate degree,Some college,Male,Hispanic,4,"$25,000 to $49,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Oregon,Employed part-time (by someone else),Working part-time,Disapprove,Approve,Disapprove,Approve,Approve,Approve,Not so concerned,No,Not so good,Pessimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.1568
7230305,English,qualified,67,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.5901
7230306,English,qualified,58,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,South Dakota,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",.9604
7230307,English,qualified,28,No high school diploma or GED,Less than high school,Male,Hispanic,6 or more,"$75,000 to $99,999",Never married,Metro area,West,Owned or being bought by you or someone in your household,Oregon,Employed part-time (by someone else),Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,A Democrat,18-29,"No, I am not willing to be interviewed",2.1206
7230308,English,qualified,71,Bachelor’s degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$10,000 to $24,999",Never married,Metro area,MidWest,Rented for cash,Illinois,Currently laid off,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,No,Not so good,Pessimistic,A Republican,65+,"No, I am not willing to be interviewed",.5292
7230309,English,qualified,60,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro area,South,Owned or being bought by you or someone in your household,West Virginia,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.8462
7230310,English,qualified,56,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Self-employed,Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Poor,Pessimistic,An Independent,50-64,"No, I am not willing to be interviewed",1.111
7230311,English,qualified,21,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Full Time Student,Working part-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Not so good,Optimistic,A Republican,18-29,"No, I am not willing to be interviewed",1.2973
7230312,English,qualified,47,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Somewhat concerned,Yes,Not so good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.7885
7230313,English,qualified,50,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$25,000 to $49,999",Now Married,Metro area,West,Rented for cash,Arizona,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Disapprove,Approve,Disapprove,Somewhat concerned,Yes,Excellent,Optimistic,An Independent,50-64,"No, I am not willing to be interviewed",.9451
7230314,English,qualified,70,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$25,000 to $49,999",Never married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Michigan,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"Yes, I am willing to be interviewed",.4962
7230315,English,qualified,42,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Non-metro area,South,Owned or being bought by you or someone in your household,Virginia,Other,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Very concerned,Yes,Poor,Optimistic,An Independent,30-49,"Yes, I am willing to be interviewed",1.4488
7230316,English,qualified,71,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$50,000 to $74,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5595
7230317,English,qualified,49,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",3,"$75,000 to $99,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Kentucky,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not concerned at all,No,Poor,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",.8451
7230318,English,qualified,43,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Divorced,Metro area,West,Owned or being bought by you or someone in your household,Wyoming,Other,Working full-time,Approve,Approve,Approve,Approve,Approve,Disapprove,Not so concerned,No,Good,Pessimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.3289
7230319,English,qualified,41,Master’s degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.7622
7230320,English,qualified,57,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Excellent,Optimistic,A Democrat,50-64,"No, I am not willing to be interviewed",.4038
7230321,English,qualified,61,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not concerned at all,Yes,Poor,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",.8618
7230322,English,qualified,70,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Retired,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Poor,Pessimistic,A Republican,65+,"Yes, I am willing to be interviewed",.4296
7230323,English,qualified,70,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Not so concerned,No,Poor,Pessimistic,An Independent,65+,"No, I am not willing to be interviewed",.7578
7230324,English,qualified,67,Master’s degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Divorced,Metro area,NorthEast,Rented for cash,New Jersey,Self-employed,Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,65+,"Yes, I am willing to be interviewed",.5324
7230325,English,qualified,27,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Never married,Metro area,NorthEast,Rented for cash,New Jersey,Currently laid off,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Very concerned,Yes,Good,Optimistic,An Independent,18-29,"No, I am not willing to be interviewed",1.6534
7230326,English,qualified,89,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Retired,Not working,Approve,Approve,Approve,Disapprove,Disapprove,Approve,Very concerned,Yes,Excellent,Optimistic,Something else,65+,"No, I am not willing to be interviewed",2.8575
7230327,English,qualified,34,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Now Married,Metro area,South,Rented for cash,Maryland,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,No,Not so good,Pessimistic,A Democrat,30-49,"Yes, I am willing to be interviewed",.7588
7230328,English,qualified,32,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,MidWest,Owned or being bought by you or someone in your household,North Dakota,Employed full-time (by someone else),Working full-time,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Not so concerned,Yes,Good,Pessimistic,A Republican,30-49,"No, I am not willing to be interviewed",.7846
7230329,English,qualified,24,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",4,"$75,000 to $99,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Currently laid off,Not working,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,18-29,"No, I am not willing to be interviewed",.9257
7230330,English,qualified,73,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$10,000 to $24,999",Now Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Missouri,Homemaker,Not working,Approve,Disapprove,Disapprove,Disapprove,Disapprove,Approve,Somewhat concerned,Yes,Not so good,Pessimistic,A Democrat,65+,"No, I am not willing to be interviewed",.5568
7230331,English,qualified,32,Bachelor’s degree,Bachelors degree or higher,Female,Hispanic,3,"$150,000 or more",Never married,Metro area,West,Owned or being bought by you or someone in your household,Utah,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,30-49,"No, I am not willing to be interviewed",1.1564
7230332,English,qualified,63,Bachelor’s degree,Bachelors degree or higher,Female,"2+ Races, Non-Hispanic",2,"$100,000 to $149,999",Widowed,Metro area,West,Owned or being bought by you or someone in your household,Oregon,Self-employed,Working full-time,Approve,Disapprove,Disapprove,Skipped,Approve,Approve,Not so concerned,Yes,Good,Optimistic,An Independent,50-64,"Yes, I am willing to be interviewed",.9836
7230333,English,qualified,70,Some college or Associate degree,Some college,Male,Hispanic,3,"$100,000 to $149,999",Now Married,Metro area,West,Owned or being bought by you or someone in your household,California,Retired,Not working,Approve,Disapprove,Approve,Approve,Disapprove,Approve,Somewhat concerned,Yes,Good,Optimistic,A Democrat,65+,"No, I am not willing to be interviewed",.8778
7230334,English,qualified,40,Bachelor’s degree,Bachelors degree or higher,Male,"Other, Non-Hispanic",4,"$150,000 or more",Now Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,Approve,Approve,Approve,Approve,Approve,Approve,Somewhat concerned,Yes,Good,Optimistic,An Independent,30-49,"No, I am not willing to be interviewed",1.2338
7230335,English,qualified,53,High school graduate (high school diploma or the equivalent GED),High school,Female,"2+ Races, Non-Hispanic",5,"$50,000 to $74,999",Now Married,Metro area,West,Rented for cash,California,Homemaker,Not working,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Disapprove,Very concerned,Yes,Not so good,Pessimistic,A Republican,50-64,"No, I am not willing to be interviewed",1.353
7230336,English,qualified,29,Bachelor’s degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro area,South,Rented for cash,Alabama,Employed full-time (by someone else),Working full-time,Approve,Disapprove,Approve,Disapprove,Approve,Approve,Somewhat concerned,Yes,Good,Pessimistic,A Democrat,18-29,"Yes, I am willing to be interviewed",.9332
