state,county,total_employees
TX,ARANSAS,6
TX,ARCHER,8
TX,ARMSTRONG,12
TX,ATASCOSA,64
TX,AUSTIN,35
TX,BAILEY,5
TX,BANDERA,15
TX,BASTROP,102
TX,BAYLOR,1
TX,BEE,9
TX,BELL,413
TX,BEXAR,950
TX,BLANCO,3
TX,BOSQUE,17
TX,BOWIE,64
TX,BRAZORIA,259
TX,BRAZOS,55
TX,BREWSTER,14
TX,BRISCOE,3
TX,BROWN,39
TX,BURLESON,21
TX,BURNET,6
TX,CALDWELL,25
TX,CALHOUN,7
TX,CALLAHAN,12
TX,CAMERON,119
TX,CAMP,14
TX,CARSON,21
TX,CASS,54
TX,CHAMBERS,9
TX,CHEROKEE,57
TX,CLAY,17
TX,COLEMAN,11
TX,COLLIN,159
TX,COLLINGSWORTH,4
TX,COLORADO,16
TX,COMAL,132
TX,COMANCHE,15
TX,CONCHO,1
TX,COOKE,56
TX,CORYELL,87
TX,CROCKETT,1
TX,CROSBY,2
TX,CULBERSON,13
TX,DALLAM,130
TX,DALLAS,406
TX,DEAF SMITH,7
TX,DELTA,2
TX,DENTON,394
TX,DEWITT,6
TX,DICKENS,2
TX,DIMMIT,1
TX,DONLEY,1
TX,DUVAL,1
TX,EASTLAND,16
TX,ECTOR,20
TX,EDWARDS,1
TX,EL PASO,863
TX,ELLIS,125
TX,ERATH,20
TX,FALLS,20
TX,FANNIN,19
TX,FAYETTE,26
TX,FISHER,2
TX,FLOYD,2
TX,FOARD,1
TX,FORT BEND,258
TX,FREESTONE,87
TX,FRIO,20
TX,GALVESTON,283
TX,GARZA,2
TX,GILLESPIE,2
TX,GOLIAD,5
TX,GONZALES,42
TX,GRAY,22
TX,GRAYSON,151
TX,GREGG,154
TX,GRIMES,9
TX,GUADALUPE,69
TX,HALE,10
TX,HALL,7
TX,HAMILTON,2
TX,HANSFORD,1
TX,HARDEMAN,8
TX,HARDIN,141
TX,HARRIS,2535
TX,HARRISON,98
TX,HARTLEY,9
TX,HAYS,33
TX,HENDERSON,37
TX,HIDALGO,39
TX,HILL,78
TX,HOCKLEY,7
TX,HOOD,102
TX,HOPKINS,22
TX,HOUSTON,21
TX,HOWARD,75
TX,HUDSPETH,7
TX,HUNT,32
TX,HUTCHINSON,37
TX,JACK,33
TX,JACKSON,8
TX,JASPER,30
TX,JEFF DAVIS,2
TX,JEFFERSON,244
TX,JIM HOGG,4
TX,JIM WELLS,11
TX,JOHNSON,429
TX,JONES,7
TX,KARNES,3
TX,KAUFMAN,49
TX,KENDALL,10
TX,KERR,5
TX,KINNEY,35
TX,KLEBERG,20
TX,KNOX,1
TX,LA SALLE,14
TX,LAMAR,26
TX,LAMB,4
TX,LAMPASAS,9
TX,LAVACA,14
TX,LEE,12
TX,LEON,31
TX,LIBERTY,144
TX,LIMESTONE,24
TX,LIVE OAK,4
TX,LLANO,3
TX,LUBBOCK,292
TX,LYNN,2
TX,MADISON,8
TX,MARION,14
TX,MARTIN,2
TX,MASON,2
TX,MATAGORDA,12
TX,MAVERICK,71
TX,MCCULLOCH,4
TX,MCLENNAN,148
TX,MEDINA,56
TX,MIDLAND,30
TX,MILAM,37
TX,MILLS,4
TX,MITCHELL,11
TX,MONTAGUE,17
TX,MONTGOMERY,474
TX,MOORE,49
TX,MORRIS,16
TX,MOTLEY,17
TX,NACOGDOCHES,37
TX,NAVARRO,25
TX,NEWTON,14
TX,NOLAN,34
TX,NUECES,82
TX,OLDHAM,8
TX,ORANGE,105
TX,PALO PINTO,31
TX,PANOLA,21
TX,PARKER,303
TX,PARMER,28
TX,PECOS,2
TX,POLK,27
TX,POTTER,883
TX,PRESIDIO,9
TX,RAINS,5
TX,RANDALL,72
TX,REAL,2
TX,RED RIVER,1
TX,REEVES,3
TX,REFUGIO,2
TX,ROBERTSON,30
TX,ROCKWALL,32
TX,RUNNELS,10
TX,RUSK,13
TX,SABINE,5
TX,SAN AUGUSTINE,3
TX,SAN JACINTO,24
TX,SAN PATRICIO,38
TX,SAN SABA,5
TX,SCURRY,9
TX,SHELBY,17
TX,SHERMAN,1
TX,SMITH,127
TX,SOMERVELL,5
TX,STARR,2
TX,STEPHENS,1
TX,STONEWALL,1
TX,SWISHER,13
TX,TARRANT,4235
TX,TAYLOR,86
TX,TERRELL,15
TX,TERRY,5
TX,TITUS,10
TX,TOM GREEN,52
TX,TRAVIS,74
TX,TRINITY,6
TX,TYLER,29
TX,UPSHUR,41
TX,UPTON,2
TX,UVALDE,35
TX,VAL VERDE,93
TX,VAN ZANDT,47
TX,VICTORIA,60
TX,WALKER,38
TX,WALLER,21
TX,WARD,5
TX,WASHINGTON,4
TX,WEBB,291
TX,WHARTON,13
TX,WHEELER,4
TX,WICHITA,120
TX,WILBARGER,4
TX,WILLACY,1
TX,WILLIAMSON,77
TX,WILSON,75
TX,WISE,156
TX,WOOD,60
TX,YOUNG,2
TX,ZAPATA,2
TX,ZAVALA,4
UT,BEAVER,85
UT,BOX ELDER,58
UT,CACHE,23
UT,CARBON,52
UT,DAGGETT,2
UT,DAVIS,337
UT,DUCHESNE,10
UT,EMERY,8
UT,GRAND,1
UT,IRON,48
UT,JUAB,25
UT,MILLARD,8
UT,MORGAN,18
UT,RICH,5
UT,SALT LAKE,580
UT,SAN JUAN,8
UT,SANPETE,5
UT,SEVIER,1
UT,SUMMIT,12
UT,TOOELE,52
UT,UINTAH,10
UT,UTAH,186
UT,WASATCH,7
UT,WASHINGTON,16
UT,WEBER,360
VA,ACCOMACK,4
VA,ALBEMARLE,28
VA,ALLEGHANY,108
VA,AMELIA,10
VA,AMHERST,28
VA,APPOMATTOX,16
VA,ARLINGTON,63
VA,AUGUSTA,12
VA,BATH,12
VA,BEDFORD,395
VA,BLAND,14
VA,BOTETOURT,288
VA,BRUNSWICK,9
VA,BUCHANAN,25
VA,BUCKINGHAM,32
VA,CAMPBELL,43
VA,CAROLINE,46
VA,CARROLL,3
VA,CHARLES CITY,6
VA,CHARLOTTE,30
VA,CHESTERFIELD,228
VA,CLARKE,2
VA,CRAIG,31
VA,CULPEPER,24
VA,CUMBERLAND,5
VA,DICKENSON,15
VA,DINWIDDIE,23
VA,ESSEX,4
VA,FAIRFAX,225
VA,FAUQUIER,24
VA,FLOYD,43
VA,FLUVANNA,9
VA,FRANKLIN,202
VA,FREDERICK,24
VA,GILES,41
VA,GLOUCESTER,14
VA,GOOCHLAND,15
VA,GREENE,4
VA,GREENSVILLE,2
VA,HALIFAX,10
VA,HANOVER,117
VA,HENRICO,128
VA,HENRY,24
VA,INDEPENDENT CITY,3249
VA,ISLE OF WIGHT,36
VA,JAMES CITY,6
VA,KING AND QUEEN,6
VA,KING GEORGE,6
VA,KING WILLIAM,29
VA,LANCASTER,1
VA,LEE,32
VA,LOUDOUN,42
VA,LOUISA,31
VA,LUNENBURG,43
VA,MADISON,3
VA,MATHEWS,3
VA,MECKLENBURG,7
VA,MIDDLESEX,2
VA,MONTGOMERY,101
VA,NELSON,12
VA,NEW KENT,29
VA,NORTHAMPTON,7
VA,NOTTOWAY,106
VA,ORANGE,35
VA,PAGE,70
VA,PATRICK,9
VA,PITTSYLVANIA,49
VA,POWHATAN,28
VA,PRINCE EDWARD,34
VA,PRINCE GEORGE,13
VA,PRINCE WILLIAM,110
VA,PULASKI,33
VA,RAPPAHANNOCK,9
VA,RICHMOND,1
VA,ROANOKE,193
VA,ROCKBRIDGE,16
VA,ROCKINGHAM,40
VA,RUSSELL,172
VA,SCOTT,30
VA,SHENANDOAH,13
VA,SMYTH,15
VA,SOUTHAMPTON,26
VA,SPOTSYLVANIA,46
VA,STAFFORD,37
VA,SUSSEX,10
VA,TAZEWELL,197
VA,WARREN,22
VA,WASHINGTON,26
VA,WESTMORELAND,7
VA,WISE,114
VA,WYTHE,39
VA,YORK,20
VT,ADDISON,8
VT,BENNINGTON,8
VT,CALEDONIA,3
VT,CHITTENDEN,40
VT,ESSEX,4
VT,FRANKLIN,83
VT,GRAND ISLE,5
VT,LAMOILLE,4
VT,ORANGE,9
VT,ORLEANS,13
VT,RUTLAND,59
VT,WASHINGTON,3
VT,WINDHAM,10
VT,WINDSOR,10
WA,ADAMS,15
WA,ASOTIN,17
WA,BENTON,294
WA,CHELAN,79
WA,CLALLAM,8
WA,CLARK,850
WA,COLUMBIA,2
WA,COWLITZ,151
WA,DOUGLAS,2
WA,FERRY,1
WA,FRANKLIN,148
WA,GARFIELD,1
WA,GRANT,22
WA,GRAYS HARBOR,29
WA,ISLAND,39
WA,JEFFERSON,4
WA,KING,1039
WA,KITSAP,60
WA,KITTITAS,15
WA,KLICKITAT,63
WA,LEWIS,73
WA,LINCOLN,12
WA,MASON,20
WA,OKANOGAN,15
WA,PACIFIC,6
WA,PEND OREILLE,21
WA,PIERCE,614
WA,SAN JUAN,2
WA,SKAGIT,57
WA,SKAMANIA,14
WA,SNOHOMISH,506
WA,SPOKANE,757
WA,STEVENS,34
WA,THURSTON,94
WA,WAHKIAKUM,3
WA,WALLA WALLA,45
WA,WHATCOM,45
WA,WHITMAN,9
WA,YAKIMA,56
WI,ADAMS,29
WI,ASHLAND,7
WI,BARRON,20
WI,BAYFIELD,11
WI,BROWN,76
WI,BUFFALO,16
WI,BURNETT,6
WI,CALUMET,8
WI,CHIPPEWA,35
WI,CLARK,9
WI,COLUMBIA,106
WI,CRAWFORD,24
WI,DANE,74
WI,DODGE,63
WI,DOOR,2
WI,DOUGLAS,465
WI,DUNN,13
WI,EAU CLAIRE,78
WI,FOND DU LAC,275
WI,FOREST,16
WI,GRANT,33
WI,GREEN,11
WI,GREEN LAKE,17
WI,IOWA,5
WI,IRON,4
WI,JACKSON,19
WI,JEFFERSON,27
WI,JUNEAU,14
WI,KENOSHA,111
WI,KEWAUNEE,4
WI,LA CROSSE,339
WI,LAFAYETTE,7
WI,LANGLADE,7
WI,LINCOLN,23
WI,MANITOWOC,15
WI,MARATHON,23
WI,MARINETTE,12
WI,MARQUETTE,36
WI,MILWAUKEE,188
WI,MONROE,51
WI,OCONTO,16
WI,ONEIDA,13
WI,OUTAGAMIE,57
WI,OZAUKEE,6
WI,PEPIN,12
WI,PIERCE,43
WI,POLK,23
WI,PORTAGE,240
WI,PRICE,10
WI,RACINE,100
WI,ROCK,138
WI,RUSK,21
WI,SAUK,29
WI,SAWYER,14
WI,SHAWANO,9
WI,SHEBOYGAN,9
WI,ST CROIX,168
WI,TAYLOR,15
WI,TREMPEALEAU,54
WI,VERNON,48
WI,VILAS,5
WI,WALWORTH,47
WI,WASHBURN,23
WI,WASHINGTON,37
WI,WAUKESHA,96
WI,WAUPACA,34
WI,WAUSHARA,13
WI,WINNEBAGO,95
WI,WOOD,119
WV,BARBOUR,33
WV,BERKELEY,108
WV,BOONE,50
WV,BRAXTON,22
WV,BROOKE,19
WV,CABELL,406
WV,CLAY,4
WV,DODDRIDGE,4
WV,FAYETTE,30
WV,GILMER,1
WV,GRANT,7
WV,GREENBRIER,75
WV,HAMPSHIRE,37
WV,HANCOCK,37
WV,HARDY,7
WV,HARRISON,51
WV,JACKSON,22
WV,JEFFERSON,56
WV,KANAWHA,130
WV,LEWIS,3
WV,LINCOLN,107
WV,LOGAN,61
WV,MARION,16
WV,MARSHALL,26
WV,MASON,34
WV,MCDOWELL,43
WV,MERCER,387
WV,MINERAL,223
WV,MINGO,168
WV,MONONGALIA,19
WV,MONROE,35
WV,MORGAN,33
WV,NICHOLAS,6
WV,OHIO,25
WV,PLEASANTS,3
WV,POCAHONTAS,13
WV,PRESTON,35
WV,PUTNAM,83
WV,RALEIGH,98
WV,RANDOLPH,21
WV,RITCHIE,7
WV,ROANE,3
WV,SUMMERS,153
WV,TAYLOR,94
WV,TUCKER,2
WV,TYLER,2
WV,UPSHUR,5
WV,WAYNE,217
WV,WEBSTER,5
WV,WETZEL,9
WV,WIRT,7
WV,WOOD,108
WV,WYOMING,63
WY,ALBANY,90
WY,BIG HORN,70
WY,CAMPBELL,386
WY,CARBON,168
WY,CONVERSE,211
WY,CROOK,33
WY,FREMONT,42
WY,GOSHEN,244
WY,HOT SPRINGS,4
WY,JOHNSON,18
WY,LARAMIE,737
WY,LINCOLN,25
WY,NATRONA,92
WY,NIOBRARA,51
WY,PARK,29
WY,PLATTE,129
WY,SHERIDAN,252
WY,SUBLETTE,3
WY,SWEETWATER,196
WY,UINTA,49
WY,WASHAKIE,10
WY,WESTON,37
