location_key,life_expectancy,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,hospital_beds_per_1000,nurses_per_1000,physicians_per_1000,health_expenditure_usd,out_of_pocket_health_expenditure_usd
US_GA_13241,78.76,,,,,,,,,,,,
US_GA_13243,75.15,,,,,,,,,,,,
US_GA_13245,73.714634,,,,,,,,,,,,
US_GA_13247,77.673333,,,,,,,,,,,,
US_GA_13249,77.1,,,,,,,,,,,,
US_GA_13251,75.18,,,,,,,,,,,,
US_GA_13253,73.7,,,,,,,,,,,,
US_GA_13255,73.558333,,,,,,,,,,,,
US_GA_13257,73.74,,,,,,,,,,,,
US_GA_13259,76.75,,,,,,,,,,,,
US_GA_13261,75.9,,,,,,,,,,,,
US_GA_13263,74.7,,,,,,,,,,,,
US_GA_13265,75.6,,,,,,,,,,,,
US_GA_13267,74.5,,,,,,,,,,,,
US_GA_13269,74.533333,,,,,,,,,,,,
US_GA_13271,78.7,,,,,,,,,,,,
US_GA_13273,74.175,,,,,,,,,,,,
US_GA_13275,75.327273,,,,,,,,,,,,
US_GA_13277,75.922222,,,,,,,,,,,,
US_GA_13279,74.366667,,,,,,,,,,,,
US_GA_13281,79.633333,,,,,,,,,,,,
US_GA_13283,76.6,,,,,,,,,,,,
US_GA_13285,75.914286,,,,,,,,,,,,
US_GA_13287,74.9,,,,,,,,,,,,
US_GA_13289,74.55,,,,,,,,,,,,
US_GA_13291,77.675,,,,,,,,,,,,
US_GA_13293,73.071429,,,,,,,,,,,,
US_GA_13295,75.415385,,,,,,,,,,,,
US_GA_13297,76.553333,,,,,,,,,,,,
US_GA_13299,72.666667,,,,,,,,,,,,
US_GA_13301,71.8,,,,,,,,,,,,
US_GA_13303,77.34,,,,,,,,,,,,
US_GA_13305,74.583333,,,,,,,,,,,,
US_GA_13307,77.55,,,,,,,,,,,,
US_GA_13309,77.3,,,,,,,,,,,,
US_GA_13311,78.28,,,,,,,,,,,,
US_GA_13313,77.594444,,,,,,,,,,,,
US_GA_13315,73.275,,,,,,,,,,,,
US_GA_13317,75.55,,,,,,,,,,,,
US_GA_13319,74.2,,,,,,,,,,,,
US_GA_13321,74.3,,,,,,,,,,,,
US_GA_ATL,313.563536,,,,,,,,,,,,
US_GU,79.575,,,,,,,,,,,,
US_HI,81.0,,,,,,,,,,,,
US_HI_15001,80.730303,,,,,,,,,,,,
US_HI_15003,81.294118,,,,,,,,,,,,
US_HI_15007,84.466667,,,,,,,,,,,,
US_HI_15009,80.881818,,,,,,,,,,,,
US_IA,79.2,,,,,,,,,,,,
US_IA_19001,78.133333,,,,,,,,,,,,
US_IA_19003,78.1,,,,,,,,,,,,
US_IA_19005,79.88,,,,,,,,,,,,
US_IA_19007,76.86,,,,,,,,,,,,
US_IA_19009,77.5,,,,,,,,,,,,
US_IA_19011,80.771429,,,,,,,,,,,,
US_IA_19013,77.952941,,,,,,,,,,,,
US_IA_19015,80.457143,,,,,,,,,,,,
US_IA_19017,81.0375,,,,,,,,,,,,
US_IA_19019,79.066667,,,,,,,,,,,,
US_IA_19021,80.116667,,,,,,,,,,,,
US_IA_19023,79.54,,,,,,,,,,,,
US_IA_19025,78.725,,,,,,,,,,,,
US_IA_19027,80.133333,,,,,,,,,,,,
US_IA_19029,77.62,,,,,,,,,,,,
US_IA_19031,82.18,,,,,,,,,,,,
US_IA_19033,80.41,,,,,,,,,,,,
US_IA_19035,80.05,,,,,,,,,,,,
US_IA_19037,81.275,,,,,,,,,,,,
US_IA_19039,78.033333,,,,,,,,,,,,
US_IA_19041,80.05,,,,,,,,,,,,
US_IA_19043,79.7,,,,,,,,,,,,
US_IA_19045,77.908333,,,,,,,,,,,,
US_IA_19047,78.38,,,,,,,,,,,,
US_IA_19049,81.526667,,,,,,,,,,,,
US_IA_19051,80.5,,,,,,,,,,,,
US_IA_19053,78.733333,,,,,,,,,,,,
US_IA_19055,78.7,,,,,,,,,,,,
US_IA_19057,78.481818,,,,,,,,,,,,
US_IA_19059,79.94,,,,,,,,,,,,
US_IA_19061,79.007692,,,,,,,,,,,,
US_IA_19063,77.8,,,,,,,,,,,,
US_IA_19065,78.414286,,,,,,,,,,,,
US_IA_19067,79.7,,,,,,,,,,,,
US_IA_19069,81.3,,,,,,,,,,,,
US_IA_19071,77.5,,,,,,,,,,,,
US_IA_19073,78.425,,,,,,,,,,,,
US_IA_19075,80.725,,,,,,,,,,,,
US_IA_19077,80.433333,,,,,,,,,,,,
US_IA_19079,80.2,,,,,,,,,,,,
US_IA_19081,79.625,,,,,,,,,,,,
US_IA_19083,80.033333,,,,,,,,,,,,
US_IA_19085,77.16,,,,,,,,,,,,
US_IA_19087,79.76,,,,,,,,,,,,
US_IA_19089,78.566667,,,,,,,,,,,,
US_IA_19091,81.15,,,,,,,,,,,,
US_IA_19093,79.3,,,,,,,,,,,,
US_IA_19095,79.85,,,,,,,,,,,,
US_IA_19097,78.683333,,,,,,,,,,,,
US_IA_19099,79.044444,,,,,,,,,,,,
US_IA_19101,80.3,,,,,,,,,,,,
US_IA_19103,82.142105,,,,,,,,,,,,
US_IA_19105,80.84,,,,,,,,,,,,
US_IA_19107,79.775,,,,,,,,,,,,
US_IA_19109,79.75,,,,,,,,,,,,
US_IA_19111,76.927273,,,,,,,,,,,,
US_IA_19113,79.329545,,,,,,,,,,,,
US_IA_19115,80.7,,,,,,,,,,,,
US_IA_19117,77.3,,,,,,,,,,,,
US_IA_19119,81.066667,,,,,,,,,,,,
US_IA_19121,80.2,,,,,,,,,,,,
US_IA_19123,78.228571,,,,,,,,,,,,
US_IA_19125,78.675,,,,,,,,,,,,
US_IA_19127,79.04,,,,,,,,,,,,
US_IA_19129,76.275,,,,,,,,,,,,
US_IA_19131,81.1,,,,,,,,,,,,
US_IA_19133,75.6,,,,,,,,,,,,
US_IA_19135,76.466667,,,,,,,,,,,,
US_IA_19137,77.925,,,,,,,,,,,,
US_IA_19139,80.15,,,,,,,,,,,,
US_IA_19141,78.7,,,,,,,,,,,,
US_IA_19143,82.1,,,,,,,,,,,,
US_IA_19145,78.883333,,,,,,,,,,,,
US_IA_19147,78.4,,,,,,,,,,,,
US_IA_19149,80.75,,,,,,,,,,,,
US_IA_19151,77.6,,,,,,,,,,,,
US_IA_19153,78.432609,,,,,,,,,,,,
US_IA_19155,78.573333,,,,,,,,,,,,
US_IA_19157,79.04,,,,,,,,,,,,
US_IA_19159,75.7,,,,,,,,,,,,
US_IA_19161,79.65,,,,,,,,,,,,
US_IA_19163,78.368085,,,,,,,,,,,,
US_IA_19165,79.05,,,,,,,,,,,,
US_IA_19167,82.171429,,,,,,,,,,,,
US_IA_19169,81.092308,,,,,,,,,,,,
US_IA_19171,79.666667,,,,,,,,,,,,
US_IA_19173,78.833333,,,,,,,,,,,,
US_IA_19175,77.975,,,,,,,,,,,,
US_IA_19177,79.1,,,,,,,,,,,,
US_IA_19179,77.309091,,,,,,,,,,,,
US_IA_19181,79.716667,,,,,,,,,,,,
US_IA_19183,79.9,,,,,,,,,,,,
US_IA_19185,78.6,,,,,,,,,,,,
US_IA_19187,76.508333,,,,,,,,,,,,
US_IA_19189,80.633333,,,,,,,,,,,,
US_IA_19191,82.04,,,,,,,,,,,,
US_IA_19193,77.468,,,,,,,,,,,,
US_IA_19195,78.8,,,,,,,,,,,,
US_IA_19197,79.14,,,,,,,,,,,,
US_ID,79.0,,,,,,,,,,,,
US_ID_16001,79.915254,,,,,,,,,,,,
US_ID_16003,79.0,,,,,,,,,,,,
US_ID_16005,76.927778,,,,,,,,,,,,
US_ID_16007,81.0,,,,,,,,,,,,
US_ID_16009,75.6,,,,,,,,,,,,
US_ID_16011,78.775,,,,,,,,,,,,
US_ID_16013,82.15,,,,,,,,,,,,
US_ID_16015,81.6,,,,,,,,,,,,
US_ID_16017,78.9,,,,,,,,,,,,
US_ID_16019,78.795238,,,,,,,,,,,,
US_ID_16021,80.65,,,,,,,,,,,,
US_ID_16023,78.3,,,,,,,,,,,,
US_ID_16025,78.7,,,,,,,,,,,,
US_ID_16027,78.086207,,,,,,,,,,,,
US_ID_16029,77.95,,,,,,,,,,,,
US_ID_16031,78.666667,,,,,,,,,,,,
US_ID_16035,76.85,,,,,,,,,,,,
US_ID_16037,87.7,,,,,,,,,,,,
US_ID_16039,77.875,,,,,,,,,,,,
US_ID_16041,80.6,,,,,,,,,,,,
US_ID_16043,79.1,,,,,,,,,,,,
US_ID_16045,77.466667,,,,,,,,,,,,
US_ID_16047,78.0,,,,,,,,,,,,
US_ID_16049,79.825,,,,,,,,,,,,
US_ID_16051,80.725,,,,,,,,,,,,
US_ID_16053,78.46,,,,,,,,,,,,
US_ID_16055,79.4,,,,,,,,,,,,
US_ID_16057,80.3,,,,,,,,,,,,
US_ID_16059,79.133333,,,,,,,,,,,,
US_ID_16061,81.85,,,,,,,,,,,,
US_ID_16063,79.1,,,,,,,,,,,,
US_ID_16065,79.166667,,,,,,,,,,,,
US_ID_16067,79.32,,,,,,,,,,,,
US_ID_16069,78.233333,,,,,,,,,,,,
US_ID_16071,81.1,,,,,,,,,,,,
US_ID_16073,80.766667,,,,,,,,,,,,
US_ID_16075,79.0,,,,,,,,,,,,
US_ID_16077,79.9,,,,,,,,,,,,
US_ID_16079,80.966667,,,,,,,,,,,,
US_ID_16081,85.4,,,,,,,,,,,,
US_ID_16083,77.353846,,,,,,,,,,,,
US_ID_16085,81.5,,,,,,,,,,,,
US_ID_16087,78.533333,,,,,,,,,,,,
US_IL,78.8,,,,,,,,,,,,
US_IL_17001,77.455556,,,,,,,,,,,,
US_IL_17003,74.475,,,,,,,,,,,,
US_IL_17005,77.675,,,,,,,,,,,,
US_IL_17007,78.342857,,,,,,,,,,,,
US_IL_17009,75.65,,,,,,,,,,,,
US_IL_17011,80.577778,,,,,,,,,,,,
US_IL_17013,82.15,,,,,,,,,,,,
US_IL_17015,78.25,,,,,,,,,,,,
US_IL_17017,76.8,,,,,,,,,,,,
US_IL_17019,80.0,,,,,,,,,,,,
US_IL_17021,76.43,,,,,,,,,,,,
US_IL_17023,76.575,,,,,,,,,,,,
US_IL_17025,76.125,,,,,,,,,,,,
US_IL_17027,79.8375,,,,,,,,,,,,
US_IL_17029,77.21,,,,,,,,,,,,
US_IL_17031,77.82825,,,,,,,,,,,,
US_IL_17033,77.0,,,,,,,,,,,,
US_IL_17035,78.266667,,,,,,,,,,,,
US_IL_17037,80.226316,,,,,,,,,,,,
US_IL_17039,78.02,,,,,,,,,,,,
US_IL_17041,79.26,,,,,,,,,,,,
US_IL_17043,81.28995,,,,,,,,,,,,
US_IL_17045,76.76,,,,,,,,,,,,
US_IL_17047,78.7,,,,,,,,,,,,
US_IL_17049,77.6375,,,,,,,,,,,,
US_IL_17051,79.15,,,,,,,,,,,,
US_IL_17053,77.725,,,,,,,,,,,,
US_IL_17055,75.3,,,,,,,,,,,,
US_IL_17057,77.754545,,,,,,,,,,,,
US_IL_17059,73.7,,,,,,,,,,,,
US_IL_17061,76.92,,,,,,,,,,,,
US_IL_17063,78.4,,,,,,,,,,,,
US_IL_17065,77.466667,,,,,,,,,,,,
US_IL_17067,81.542857,,,,,,,,,,,,
US_IL_17069,78.0,,,,,,,,,,,,
US_IL_17071,80.466667,,,,,,,,,,,,
US_IL_17073,78.753846,,,,,,,,,,,,
US_IL_17075,77.766667,,,,,,,,,,,,
US_IL_17077,76.45,,,,,,,,,,,,
US_IL_17079,78.633333,,,,,,,,,,,,
US_IL_17081,75.981818,,,,,,,,,,,,
US_IL_17083,77.083333,,,,,,,,,,,,
US_IL_17085,80.1,,,,,,,,,,,,
US_IL_17087,77.433333,,,,,,,,,,,,
US_IL_17089,80.26125,,,,,,,,,,,,
US_IL_17091,77.489655,,,,,,,,,,,,
US_IL_17093,79.9,,,,,,,,,,,,
US_IL_17095,76.273333,,,,,,,,,,,,
US_IL_17097,80.17972,,,,,,,,,,,,
US_IL_17099,77.353571,,,,,,,,,,,,
US_IL_17101,72.38,,,,,,,,,,,,
US_IL_17103,78.0,,,,,,,,,,,,
US_IL_17105,77.33,,,,,,,,,,,,
US_IL_17107,77.175,,,,,,,,,,,,
US_IL_17109,78.555556,,,,,,,,,,,,
US_IL_17111,79.54902,,,,,,,,,,,,
US_IL_17113,78.593939,,,,,,,,,,,,
US_IL_17115,76.382353,,,,,,,,,,,,
US_IL_17117,77.416667,,,,,,,,,,,,
US_IL_17119,76.435,,,,,,,,,,,,
US_IL_17121,75.625,,,,,,,,,,,,
US_IL_17123,76.72,,,,,,,,,,,,
US_IL_17125,75.95,,,,,,,,,,,,
US_IL_17127,74.775,,,,,,,,,,,,
US_IL_17129,78.933333,,,,,,,,,,,,
US_IL_17131,78.975,,,,,,,,,,,,
US_IL_17133,79.966667,,,,,,,,,,,,
US_IL_17135,76.0375,,,,,,,,,,,,
US_IL_17137,77.64,,,,,,,,,,,,
US_IL_17139,77.65,,,,,,,,,,,,
US_IL_17141,79.363636,,,,,,,,,,,,
US_IL_17143,76.683333,,,,,,,,,,,,
US_IL_17145,77.283333,,,,,,,,,,,,
US_IL_17147,79.575,,,,,,,,,,,,
US_IL_17149,79.28,,,,,,,,,,,,
US_IL_17151,78.5,,,,,,,,,,,,
US_IL_17153,75.2,,,,,,,,,,,,
US_IL_17155,81.8,,,,,,,,,,,,
US_IL_17157,78.222222,,,,,,,,,,,,
US_IL_17159,77.84,,,,,,,,,,,,
US_IL_17161,78.020513,,,,,,,,,,,,
US_IL_17163,75.853571,,,,,,,,,,,,
US_IL_17165,74.144444,,,,,,,,,,,,
US_IL_17167,76.94902,,,,,,,,,,,,
US_IL_17169,79.033333,,,,,,,,,,,,
US_IL_17171,79.7,,,,,,,,,,,,
US_IL_17173,80.183333,,,,,,,,,,,,
US_IL_17175,80.65,,,,,,,,,,,,
US_IL_17177,79.884615,,,,,,,,,,,,
US_IL_17179,78.683333,,,,,,,,,,,,
US_IL_17181,76.74,,,,,,,,,,,,
US_IL_17183,75.108333,,,,,,,,,,,,
US_IL_17185,78.725,,,,,,,,,,,,
US_IL_17187,79.2,,,,,,,,,,,,
US_IL_17189,78.725,,,,,,,,,,,,
US_IL_17191,78.66,,,,,,,,,,,,
US_IL_17193,75.06,,,,,,,,,,,,
US_IL_17195,78.133333,,,,,,,,,,,,
US_IL_17197,78.502143,,,,,,,,,,,,
US_IL_17199,76.513333,,,,,,,,,,,,
US_IL_17201,76.306667,,,,,,,,,,,,
US_IL_17203,79.433333,,,,,,,,,,,,
US_IN,76.8,,,,,,,,,,,,
US_IN_18001,80.1,,,,,,,,,,,,
US_IN_18003,77.327957,,,,,,,,,,,,
US_IN_18005,78.271429,,,,,,,,,,,,
US_IN_18007,77.566667,,,,,,,,,,,,
US_IN_18009,75.625,,,,,,,,,,,,
US_IN_18011,79.08,,,,,,,,,,,,
US_IN_18013,77.85,,,,,,,,,,,,
US_IN_18015,79.783333,,,,,,,,,,,,
US_IN_18017,78.281818,,,,,,,,,,,,
US_IN_18019,75.326923,,,,,,,,,,,,
US_IN_18021,78.216667,,,,,,,,,,,,
US_IN_18023,77.5375,,,,,,,,,,,,
US_IN_18025,76.5,,,,,,,,,,,,
US_IN_18027,76.971429,,,,,,,,,,,,
US_IN_18029,78.52,,,,,,,,,,,,
US_IN_18031,79.316667,,,,,,,,,,,,
US_IN_18033,77.977778,,,,,,,,,,,,
US_IN_18035,75.458333,,,,,,,,,,,,
US_IN_18037,78.985714,,,,,,,,,,,,
US_IN_18039,78.637143,,,,,,,,,,,,
US_IN_18041,74.828571,,,,,,,,,,,,
US_IN_18043,76.185,,,,,,,,,,,,
US_IN_18045,77.12,,,,,,,,,,,,
US_IN_18047,78.76,,,,,,,,,,,,
US_IN_18049,76.8,,,,,,,,,,,,
US_IN_18051,78.557143,,,,,,,,,,,,
US_IN_18053,75.1875,,,,,,,,,,,,
US_IN_18055,76.533333,,,,,,,,,,,,
US_IN_18057,81.05,,,,,,,,,,,,
US_IN_18059,77.76,,,,,,,,,,,,
US_IN_18061,78.066667,,,,,,,,,,,,
US_IN_18063,79.580952,,,,,,,,,,,,
US_IN_18065,76.638462,,,,,,,,,,,,
US_IN_18067,75.985,,,,,,,,,,,,
US_IN_18069,77.577778,,,,,,,,,,,,
US_IN_18071,76.05,,,,,,,,,,,,
US_IN_18073,77.1625,,,,,,,,,,,,
US_IN_18075,76.471429,,,,,,,,,,,,
US_IN_18077,75.571429,,,,,,,,,,,,
US_IN_18079,77.666667,,,,,,,,,,,,
US_IN_18081,77.685714,,,,,,,,,,,,
US_IN_18083,75.64,,,,,,,,,,,,
US_IN_18085,77.947368,,,,,,,,,,,,
US_IN_18087,79.2125,,,,,,,,,,,,
US_IN_18089,75.172566,,,,,,,,,,,,
US_IN_18091,75.553571,,,,,,,,,,,,
US_IN_18093,74.78,,,,,,,,,,,,
US_IN_18095,75.230556,,,,,,,,,,,,
US_IN_18097,75.014354,,,,,,,,,,,,
US_IN_18099,78.941667,,,,,,,,,,,,
US_IN_18101,78.366667,,,,,,,,,,,,
US_IN_18103,76.33,,,,,,,,,,,,
US_IN_18105,78.843478,,,,,,,,,,,,
US_IN_18107,78.444444,,,,,,,,,,,,
US_IN_18109,76.269231,,,,,,,,,,,,
US_IN_18111,76.55,,,,,,,,,,,,
US_IN_18113,77.9,,,,,,,,,,,,
US_IN_18115,78.35,,,,,,,,,,,,
US_IN_18117,77.016667,,,,,,,,,,,,
US_IN_18119,76.94,,,,,,,,,,,,
US_IN_18121,78.425,,,,,,,,,,,,
US_IN_18123,75.96,,,,,,,,,,,,
US_IN_18125,80.925,,,,,,,,,,,,
US_IN_18127,77.660714,,,,,,,,,,,,
US_IN_18129,77.885714,,,,,,,,,,,,
US_IN_18131,77.05,,,,,,,,,,,,
US_IN_18133,77.757143,,,,,,,,,,,,
US_IN_18135,78.4,,,,,,,,,,,,
US_IN_18137,78.216667,,,,,,,,,,,,
US_IN_18139,77.74,,,,,,,,,,,,
US_IN_18141,76.457143,,,,,,,,,,,,
US_IN_18143,73.48,,,,,,,,,,,,
US_IN_18145,77.644444,,,,,,,,,,,,
US_IN_18147,80.74,,,,,,,,,,,,
US_IN_18149,73.914286,,,,,,,,,,,,
US_IN_18151,78.5625,,,,,,,,,,,,
US_IN_18153,77.92,,,,,,,,,,,,
US_IN_18155,75.4,,,,,,,,,,,,
US_IN_18157,78.474194,,,,,,,,,,,,
US_IN_18159,77.95,,,,,,,,,,,,
US_IN_18161,77.95,,,,,,,,,,,,
US_IN_18163,75.386957,,,,,,,,,,,,
US_IN_18165,77.42,,,,,,,,,,,,
US_IN_18167,74.746429,,,,,,,,,,,,
US_IN_18169,76.5625,,,,,,,,,,,,
US_IN_18171,80.85,,,,,,,,,,,,
US_IN_18173,79.336364,,,,,,,,,,,,
US_IN_18175,74.983333,,,,,,,,,,,,
US_IN_18177,76.082353,,,,,,,,,,,,
US_IN_18179,80.242857,,,,,,,,,,,,
US_IN_18181,78.625,,,,,,,,,,,,
US_IN_18183,80.628571,,,,,,,,,,,,
US_KS,78.0,,,,,,,,,,,,
US_KS_20001,75.96,,,,,,,,,,,,
US_KS_20003,79.75,,,,,,,,,,,,
US_KS_20005,76.95,,,,,,,,,,,,
US_KS_20007,76.35,,,,,,,,,,,,
US_KS_20009,78.4125,,,,,,,,,,,,
US_KS_20011,75.78,,,,,,,,,,,,
US_KS_20013,76.966667,,,,,,,,,,,,
US_KS_20015,77.576923,,,,,,,,,,,,
US_KS_20017,78.9,,,,,,,,,,,,
US_KS_20019,77.4,,,,,,,,,,,,
US_KS_20021,74.633333,,,,,,,,,,,,
US_KS_20023,81.4,,,,,,,,,,,,
US_KS_20025,86.6,,,,,,,,,,,,
US_KS_20027,78.15,,,,,,,,,,,,
US_KS_20029,76.875,,,,,,,,,,,,
US_KS_20031,77.033333,,,,,,,,,,,,
US_KS_20033,76.5,,,,,,,,,,,,
US_KS_20035,76.381818,,,,,,,,,,,,
US_KS_20037,76.609091,,,,,,,,,,,,
US_KS_20039,78.1,,,,,,,,,,,,
US_KS_20041,77.983333,,,,,,,,,,,,
US_KS_20043,80.4,,,,,,,,,,,,
US_KS_20045,80.145,,,,,,,,,,,,
US_KS_20047,78.3,,,,,,,,,,,,
US_KS_20049,77.5,,,,,,,,,,,,
US_KS_20051,79.1,,,,,,,,,,,,
US_KS_20053,77.45,,,,,,,,,,,,
US_KS_20055,77.98,,,,,,,,,,,,
US_KS_20057,79.942857,,,,,,,,,,,,
US_KS_20059,77.14,,,,,,,,,,,,
US_KS_20061,76.957143,,,,,,,,,,,,
US_KS_20063,80.0,,,,,,,,,,,,
US_KS_20065,78.3,,,,,,,,,,,,
US_KS_20067,79.1,,,,,,,,,,,,
US_KS_20069,86.15,,,,,,,,,,,,
US_KS_20071,77.2,,,,,,,,,,,,
US_KS_20073,76.1,,,,,,,,,,,,
US_KS_20075,78.2,,,,,,,,,,,,
US_KS_20077,75.633333,,,,,,,,,,,,
US_KS_20079,79.733333,,,,,,,,,,,,
US_KS_20081,88.6,,,,,,,,,,,,
US_KS_20083,81.8,,,,,,,,,,,,
US_KS_20085,79.433333,,,,,,,,,,,,
US_KS_20087,77.85,,,,,,,,,,,,
US_KS_20089,79.9,,,,,,,,,,,,
US_KS_20091,80.718103,,,,,,,,,,,,
US_KS_20093,78.4,,,,,,,,,,,,
US_KS_20095,78.766667,,,,,,,,,,,,
US_KS_20097,80.8,,,,,,,,,,,,
US_KS_20099,75.15,,,,,,,,,,,,
US_KS_20101,79.8,,,,,,,,,,,,
US_KS_20103,77.335714,,,,,,,,,,,,
US_KS_20105,80.3,,,,,,,,,,,,
US_KS_20107,78.2,,,,,,,,,,,,
US_KS_20109,79.8,,,,,,,,,,,,
US_KS_20111,78.0875,,,,,,,,,,,,
US_KS_20113,78.971429,,,,,,,,,,,,
US_KS_20115,78.1,,,,,,,,,,,,
US_KS_20117,78.975,,,,,,,,,,,,
US_KS_20119,80.7,,,,,,,,,,,,
US_KS_20121,79.7,,,,,,,,,,,,
US_KS_20123,77.9,,,,,,,,,,,,
US_KS_20125,75.723077,,,,,,,,,,,,
US_KS_20127,78.35,,,,,,,,,,,,
US_KS_20129,85.3,,,,,,,,,,,,
US_KS_20131,79.433333,,,,,,,,,,,,
US_KS_20133,76.88,,,,,,,,,,,,
US_KS_20135,78.45,,,,,,,,,,,,
US_KS_20137,80.4,,,,,,,,,,,,
US_KS_20139,78.0,,,,,,,,,,,,
US_KS_20141,76.8,,,,,,,,,,,,
US_KS_20143,77.25,,,,,,,,,,,,
US_KS_20145,77.15,,,,,,,,,,,,
US_KS_20147,76.766667,,,,,,,,,,,,
US_KS_20149,79.825,,,,,,,,,,,,
US_KS_20151,76.6,,,,,,,,,,,,
US_KS_20153,80.9,,,,,,,,,,,,
US_KS_20155,76.805882,,,,,,,,,,,,
US_KS_20157,78.9,,,,,,,,,,,,
US_KS_20159,76.633333,,,,,,,,,,,,
US_KS_20161,80.888889,,,,,,,,,,,,
US_KS_20163,78.0,,,,,,,,,,,,
US_KS_20165,79.65,,,,,,,,,,,,
US_KS_20167,79.7,,,,,,,,,,,,
US_KS_20169,78.033333,,,,,,,,,,,,
US_KS_20171,78.5,,,,,,,,,,,,
US_KS_20173,76.977686,,,,,,,,,,,,
US_KS_20175,79.675,,,,,,,,,,,,
US_KS_20177,77.511628,,,,,,,,,,,,
US_KS_20179,77.9,,,,,,,,,,,,
US_KS_20181,78.6,,,,,,,,,,,,
US_KS_20183,77.65,,,,,,,,,,,,
US_KS_20185,76.4,,,,,,,,,,,,
US_KS_20187,87.9,,,,,,,,,,,,
US_KS_20189,79.75,,,,,,,,,,,,
US_KS_20191,76.983333,,,,,,,,,,,,
US_KS_20193,81.75,,,,,,,,,,,,
US_KS_20195,76.0,,,,,,,,,,,,
US_KS_20197,79.2,,,,,,,,,,,,
US_KS_20199,81.6,,,,,,,,,,,,
US_KS_20201,80.45,,,,,,,,,,,,
US_KS_20203,78.1,,,,,,,,,,,,
US_KS_20205,74.8,,,,,,,,,,,,
US_KS_20207,73.5,,,,,,,,,,,,
US_KS_20209,75.165455,,,,,,,,,,,,
US_KY,75.3,,,,,,,,,,,,
US_KY_21001,76.014286,,,,,,,,,,,,
US_KY_21003,74.533333,,,,,,,,,,,,
US_KY_21005,75.86,,,,,,,,,,,,
US_KY_21007,75.9,,,,,,,,,,,,
US_KY_21009,75.76,,,,,,,,,,,,
US_KY_21011,74.466667,,,,,,,,,,,,
US_KY_21013,74.211111,,,,,,,,,,,,
US_KY_21015,78.433333,,,,,,,,,,,,
US_KY_21017,76.98,,,,,,,,,,,,
US_KY_21019,74.5,,,,,,,,,,,,
US_KY_21021,76.514286,,,,,,,,,,,,
US_KY_21023,74.233333,,,,,,,,,,,,
US_KY_21025,70.157143,,,,,,,,,,,,
US_KY_21027,74.866667,,,,,,,,,,,,
US_KY_21029,77.064286,,,,,,,,,,,,
US_KY_21031,75.36,,,,,,,,,,,,
US_KY_21033,76.466667,,,,,,,,,,,,
US_KY_21035,75.85,,,,,,,,,,,,
US_KY_21037,76.291667,,,,,,,,,,,,
US_KY_21039,77.133333,,,,,,,,,,,,
US_KY_21041,73.833333,,,,,,,,,,,,
US_KY_21043,75.285714,,,,,,,,,,,,
US_KY_21045,75.16,,,,,,,,,,,,
US_KY_21047,75.242857,,,,,,,,,,,,
US_KY_21049,74.73,,,,,,,,,,,,
US_KY_21051,72.375,,,,,,,,,,,,
US_KY_21053,73.666667,,,,,,,,,,,,
US_KY_21055,75.475,,,,,,,,,,,,
US_KY_21057,74.1,,,,,,,,,,,,
US_KY_21059,76.6,,,,,,,,,,,,
US_KY_21061,75.3,,,,,,,,,,,,
US_KY_21063,76.1,,,,,,,,,,,,
US_KY_21065,71.35,,,,,,,,,,,,
US_KY_21067,77.591667,,,,,,,,,,,,
US_KY_21069,74.025,,,,,,,,,,,,
US_KY_21071,73.03,,,,,,,,,,,,
US_KY_21073,75.845455,,,,,,,,,,,,
US_KY_21075,73.85,,,,,,,,,,,,
US_KY_21077,73.0,,,,,,,,,,,,
US_KY_21079,76.625,,,,,,,,,,,,
US_KY_21081,74.55,,,,,,,,,,,,
US_KY_21083,76.6,,,,,,,,,,,,
US_KY_21085,73.9,,,,,,,,,,,,
US_KY_21087,75.2,,,,,,,,,,,,
US_KY_21089,75.9,,,,,,,,,,,,
US_KY_21091,77.6,,,,,,,,,,,,
US_KY_21093,76.442105,,,,,,,,,,,,
US_KY_21095,73.109091,,,,,,,,,,,,
US_KY_21097,74.95,,,,,,,,,,,,
US_KY_21099,74.24,,,,,,,,,,,,
US_KY_21101,74.972727,,,,,,,,,,,,
US_KY_21103,75.64,,,,,,,,,,,,
US_KY_21105,74.7,,,,,,,,,,,,
US_KY_21107,73.916667,,,,,,,,,,,,
US_KY_21109,72.666667,,,,,,,,,,,,
US_KY_21111,76.061538,,,,,,,,,,,,
US_KY_21113,76.9625,,,,,,,,,,,,
US_KY_21115,74.05,,,,,,,,,,,,
US_KY_21117,75.192683,,,,,,,,,,,,
US_KY_21119,73.84,,,,,,,,,,,,
US_KY_21121,73.475,,,,,,,,,,,,
US_KY_21123,74.675,,,,,,,,,,,,
US_KY_21125,75.090909,,,,,,,,,,,,
US_KY_21127,73.26,,,,,,,,,,,,
US_KY_21129,72.666667,,,,,,,,,,,,
US_KY_21131,74.033333,,,,,,,,,,,,
US_KY_21133,72.871429,,,,,,,,,,,,
US_KY_21135,75.725,,,,,,,,,,,,
US_KY_21137,73.26,,,,,,,,,,,,
US_KY_21139,75.0,,,,,,,,,,,,
US_KY_21141,75.166667,,,,,,,,,,,,
US_KY_21143,77.1,,,,,,,,,,,,
US_KY_21145,74.847059,,,,,,,,,,,,
